solvent ID,smiles,EA_0-1,protic
zinc_167005572,CC[C@@H](CO)NC[C@H](C)OC,-4.343911197927597,True
zinc_932974608,CCCCN1CC[C@H](OCC)C1,-5.355797653887154,False
zinc_308049482,C=CCCCN1CCO[C@H](C)C1,-3.99825836062325,False
zinc_642649455,CC[C@@H](CN1CCO[C@@H](C)C1)OC,-5.394397927463605,False
zinc_307722542,CO[C@H]1CN(C[C@@H](O)CF)C1,-4.719761970986196,True
zinc_45657418,COC[C@H](C)CNCC1CC1,-5.159638431087728,True
zinc_620119230,CCC(CC)N(CCOC)C1CC1,-5.669712520207326,False
zinc_76570063,CNC1(C)COC1,-4.447542509843755,True
524394,C1COC[C@@H]1Cl,-2.230993823835873,False
zinc_306607444,C=C(C)CCN1C[C@H](C)O[C@H](C)C1,-4.077361434199254,False
zinc_43522169,CCN(CCOC)[C@@H](C)C#N,-3.5206999523321247,False
641551,C[C@H]1CCCOC1,-4.595016180310192,False
zinc_740874800,CCCCCCN1C[C@H](C)OC[C@@H]1C,-5.545071483938007,False
zinc_49805253,CC(C)OCCCN(C)CCO,-5.474346607255688,True
zinc_668816522,C[C@@H]1C[C@H]1CNCCOCCF,-4.350236364763953,True
zinc_386892613,CC[C@@H](N[C@H](C)[C@@H](C)OC)[C@H](C)O,-4.854559658028442,True
zinc_201993335,CC(C)OCCN1CC[C@@H](F)C1,-4.40065976787713,False
zinc_70963527,CC[C@@]1(O)CCOC1,-4.589421007253635,True
zinc_41053949,CO[C@@H](C)[C@@H](C)N,-4.768848812435377,True
zinc_88024996,CC[C@@H](COC)NCCCF,-5.677740996892006,True
zinc_307258927,CC[C@@H](F)CN1CCOC[C@@H]1C,-5.4390475253874095,False
zinc_590125789,CCOCCN1CCC[C@@H]1CC,-5.508885303623385,False
zinc_231788859,COC(C)(C)CN[C@@H]1C[C@H](C)C1,-5.282465098445769,True
zinc_334146834,CO[C@@H]1CN(C(C)C)C[C@H]1OC,-5.420227620723451,False
zinc_221678538,COC[C@@H](C)N[C@@H](C)CC(F)(F)F,-4.734115075643639,True
zinc_87978912,CCOCCN(C)C[C@H](O)C(C)C,-4.715784105700606,True
zinc_128466416,CO[C@@H](C)[C@H](C)N[C@H]1CC[C@@H](C)C1,-5.3944966466351,True
zinc_642651274,C=CCN(CC=C)C[C@H](CC)OC,-3.898735749222118,False
zinc_661241488,C=CCN(C[C@H](C)CC)[C@@H](C)COC,-3.90600675025676,False
zinc_575521704,CO[C@@]1(C)C[C@H]1NC(C)C,-4.180429610361841,True
21679857,C[C@H]1CCO[C@@H](C1)C,-4.63631886424713,False
zinc_1647805117,CC[C@H](C)[C@H](C)N(C)CC1(C)COC1,-5.448335991708833,False
zinc_2025033,O[C@H]1COC[C@H]1O,-4.439505115025249,True
zinc_664805740,CC[C@@H](C)CN1CCO[C@@H](CF)C1,-5.406467801032907,False
zinc_238375561,CO[C@@](C)(CO)C1CC1,-4.723388957513559,True
zinc_20041869,CCCCCN[C@@H](C)COC,-4.5401148227971095,True
zinc_1656342,C[C@H]1CNCCO1,-4.398906802073135,True
zinc_642693288,CC[C@@H](CN1[C@@H](C)CC[C@H]1C)OC,-5.37543686839349,False
zinc_39136800,C=C(C)CCN1CCOCC1,-4.061224109845392,False
zinc_130977081,CCC(CC)NCCOCC(F)F,-4.344398785491069,True
zinc_673092778,CCOCCN(C)C1CCCC1,-5.374275247666753,False
zinc_83055048,CCOCCN[C@H](CC)C1CC1,-4.403841898445605,True
zinc_157155627,CO[C@@H](C)[C@H](C)NCCC(F)(F)F,-5.945734366837568,True
58714644,C[C@H]1CCOC[C@H]1C,-4.516103539896399,False
zinc_70623634,CC[C@H](COC)NCC1CC1,-5.58789631295331,True
zinc_147805555,CC[C@H](CN1CCOCC1)OC,-5.538858130566898,False
zinc_68910530,COC[C@H](O)C1CC1,-5.543537941967987,True
zinc_929753872,C[C@H]1CCCN1CCOC1CC1,-5.241913181343419,False
zinc_53584833,C=CCCOCCN[C@@H](C)CCC,-3.9530637595865112,True
zinc_300240705,CO[C@@H](C)[C@H](C)NC[C@H]1CCC[C@@H]1C,-5.506679695336245,True
zinc_133740454,CCN[C@@H](C)C1(OC)CCC1,-5.330126627977752,True
zinc_307996691,CC[C@H](CN[C@@H](C)C1CC1)OC,-5.140053830051192,True
zinc_19735453,CCOC[C@@H](N)CC,-5.869241720207195,True
zinc_104618000,CO[C@H](C)CNC[C@@H](C)O,-5.340886101553878,True
zinc_2037589,COCCCCCO,-6.247356406216761,True
zinc_35098294,CCOCCN[C@@H](C)C(C)C,-5.4843625347151725,True
zinc_59711481,COCC[C@H]1CO1,-4.396697718135262,False
zinc_53171907,COC[C@@H](C)NC1CC1,-4.234314031087451,True
zinc_308586947,C=CCC[C@H](CCC)N[C@H](C)COC,-4.058947695337455,True
zinc_148813518,COCCN1CC[C@H](F)C1,-4.591387523315795,False
zinc_19905070,COC[C@H](C)NC1CCCCC1,-5.466614018652164,True
zinc_656503071,C=CCN(CCOC)C[C@@H](C)O,-3.8755723088077714,True
zinc_19904386,COC[C@H](C)NC1CCCC1,-5.491551090154413,True
zinc_382114248,CO[C@H](C)[C@H](C)NCCC(C)(F)F,-5.342386773057538,True
zinc_382165460,C=CCOCCN1C[C@H](C)C[C@@H]1C,-3.781589637306237,False
zinc_164062452,CO[C@H](C)CN(C)CCC#N,-3.7230378797922574,False
zinc_669687618,CC(C)COCCN(C)C1CCCC1,-5.382623726424509,False
zinc_308120825,C[C@@H](O)[C@H](C)O[C@H](C)CC(C)(C)C,-5.743275357510747,True
zinc_56958888,C1CCC(N2CCOCC2)CC1,-5.530229309842975,False
zinc_44193004,CCOCC[C@H](C)O,-4.8220130196912505,True
zinc_133641564,CO[C@H](C)[C@@H](C)N[C@@H](C)CC1CC1,-5.426933734712391,True
zinc_625767469,COCCN1CCCC(F)(F)CC1,-4.5644745865279095,False
zinc_388255481,C=CCC[C@H](C)NC[C@@H](CC)OC,-4.018038594819077,True
zinc_1648981,CCC1(CC)CO1,-5.874293075648888,False
zinc_395703413,CC[C@@H](N[C@H](C)COC)[C@H](C)O,-5.225538327460729,True
zinc_307670068,COC[C@@H](C)N1CCO[C@@H](C)C1,-5.798537939896903,False
zinc_50404550,CCC[C@@H](CC)NCCOC,-4.374260149223166,True
zinc_660928238,COCCN1C[C@@H]2CCCC[C@H]12,-5.506603365801132,False
zinc_40571748,CC1(N)COC1,-5.755210435233979,True
zinc_19904459,COC[C@H](C)NCC1CCCCC1,-5.523363369949774,True
zinc_113356446,CCC[C@H](C)N1CCOCC1,-5.710325409325779,False
zinc_66054516,C[C@@H]1COC[C@@H]1CO,-4.808412406217808,True
zinc_895969457,CC[C@@H](C)CN1C[C@H](COC)C1,-5.566210992748388,False
zinc_663340179,C[C@H](NCCOCCF)C1CC1,-5.380640532642388,True
zinc_233769783,CCOC[C@H](N[C@@H]1C[C@H](C)C1)C(C)C,-5.587604654922116,True
zinc_6293198,N[C@H]1CCOC1,-5.316184592745032,True
zinc_663340575,FCCOCCNCC1CC1,-4.328941394819,True
zinc_167461093,CC(C)O[C@H](CO)CCO,-5.573144397925255,True
zinc_23550028,C[C@@H]1CCC[C@@H](N2CCOCC2)C1,-5.803760679790836,False
zinc_5736100,C[C@H]1OCC[C@@H]1O,-5.349585378238639,True
zinc_651396608,CCC1(N[C@@H](C)[C@@H](C)OC)CC1,-5.409931890155269,True
zinc_397747423,CC[C@@](C)(CNCCC=C(C)C)OC,-4.256954076684828,True
zinc_1847634,C1CCCC2(CCC1)CCOC2,-4.452590093264794,False
zinc_306503578,CCNC(=O)[C@H](CC)OC,-4.388605925388719,True
zinc_307945586,CC(C)COCCN1CCCC1,-5.574683220722047,False
zinc_929290107,COCC(COC)N(C)CC1CC1,-5.63034924766805,False
zinc_657016645,CC[C@@H](COC)N[C@@H]1C[C@H]1CC(C)C,-4.352245369947748,True
zinc_35116661,CCOCCNC[C@@H](C)O,-4.262165554403768,True
12918678,C1COC[C@@H]1C=O,-3.440884586527308,False
zinc_2039437,CCOC[C@@H](C)O,-4.80531156269398,True
zinc_38292314,CO[C@@H]1COC[C@H]1O,-4.795044688083958,True
zinc_238833405,CO[C@@H]1CCC[N@@](C2CCCC2)C1,-5.312802760623625,False
zinc_308164927,CO[C@H](CNC(C)C)C(F)(F)F,-4.391010157510793,True
zinc_663461322,CC[C@H]1CC[C@H]1NCCOCCF,-5.199688292226555,True
zinc_642699439,CC[C@H](CN1[C@@H](C)CC[C@H]1CC)OC,-5.697528829014584,False
zinc_642692351,CC[C@@H](CN1CCC[C@@H]1C)OC,-5.316399840416016,False
zinc_130216328,CC(C)COCCN[C@H]1CCC[C@@H]1C,-5.586800029015427,True
zinc_45069359,C1CO[C@@H](C2CC2)C1,-5.809763284974251,False
zinc_44657342,COCCCCNCC1CC1,-4.315381573055905,True
