solvent ID,smiles,EA_0-1,protic
zinc_147796474,COCCCCN1CCCC1,-5.390308652850508,False
zinc_659880265,CC(=CCCN1CC[C@@H](O)C1)C,-4.287029664250755,True
zinc_200297321,CNC[C@@H]1CCO1,-5.625047510882133,True
zinc_22176742,C1CCCN(C[C@@H]2CO2)CC1,-4.564261305698477,False
zinc_5134452,O[C@H]1CCCO1,-4.6033145989638165,True
zinc_880239674,CO[C@H](C)CN1CC[C@H](F)CC1,-5.2778354010342525,False
zinc_19091631,CCNC[C@@H]1CCN(C)C1,-4.416990111917321,True
zinc_378860067,C[C@@H]1CN(CCCCF)CCO1,-5.51793451606504,False
535110,C[C@H]1COCC1=C,-3.875424741969872,False
zinc_220339840,C[C@H](CO)N1CCC1,-4.854622300519236,True
zinc_19785890,C[C@H]1CCCCN1CCO,-4.814509042487323,True
zinc_200982543,COCCN1CCC(COC)CC1,-5.596017446633105,False
zinc_1683036,CC(C)N1[C@H](C)[C@H]1C,-5.897381749222744,False
zinc_642848549,C[C@H](O)CN1CC[C@H](CF)C1,-5.791605666321945,True
zinc_116409466,C[C@@H]1CCN(CCC(F)(F)F)C1,-4.339888499483801,False
643059,C[C@H]1CCOC[C@H]1C,-4.507427056994951,False
zinc_85697346,CC(C)OC(=O)CN1C[C@H](C)[C@@H](C)C1,-4.017845521245777,False
642974,C1[C@@H]2[C@@H](O2)CO1,-4.339220447667223,False
zinc_201029718,CC[C@@H]1C[C@H](O)CN1CC,-4.58936518134764,True
zinc_19943523,CC(C)CN1CCOCC1,-5.602382623834797,False
zinc_644920936,CO[C@@H](CN1CC[C@@H](C)C1)C1CC1,-5.409305168911101,False
zinc_656768445,CC(C)CN1CC(OC(F)F)C1,-5.250624851814268,False
zinc_5066125,C1CCN(C[C@@H]2CO2)CC1,-4.609097160621503,False
zinc_1734094,CN1CCCCCC[C@@H]1CO,-5.528988476685553,True
zinc_306925165,C=CCN1C[C@@H](C)[C@@H](O)C1,-3.922219407252834,True
zinc_306251743,CO[C@@H]1CCN(CC2CCC2)C1,-6.026430122279404,False
13032526,C1C[C@@H]2[C@@H]1COC2,-5.735053187565605,False
zinc_639393689,C[C@H]1C[C@H]1CN1CC(C)(C)C1,-5.586020190671727,False
zinc_5134517,C1C[C@H]2CC[C@@H](C1)O2,-5.446306348185383,False
zinc_130309534,C[C@@H]1C[C@H](N[C@@H]2CCOC2)C1,-5.684024752330855,True
zinc_409440819,OCCN1CCC[C@@H](CF)C1,-4.242992588601331,True
zinc_1690615,C1CCNC1,-4.2661531191712605,True
zinc_2545640,C=C1OC(=O)OC1(C)C,-3.61965363523357,False
zinc_661969158,COCCN1CC[C@@H]2C[C@H]2C1,-5.797118555439422,False
zinc_306529224,C[C@@H]1CN(CC2CCC2)[C@@H]1C,-4.562910572019667,False
21600125,C[C@H]1C[C@@H](CN(C1)C)C,-4.291850198962224,False
22563961,CC1(CC1)[C@H]1CO1,-5.046229152333628,False
zinc_50114104,CCCN1CCC[C@H]1CO,-4.825182513989155,True
zinc_200522350,CCN1CCOC[C@H]1CC(C)C,-3.92402644766916,False
zinc_934025258,CC(C)CN1CC[C@H]1CO,-4.391248576164704,True
zinc_1754575,COC1CN(C(C)(C)C)C1,-5.453829293263465,False
