r ($\AA$),C_CO₂ - BF₄⁻,C_CO₂ - Solvent,C_CO₂ - TBA⁺,O_CO₂ - BF₄⁻,O_CO₂ - Solvent,O_CO₂ - TBA⁺
0.25,0,0,0,0,0,0
0.75,0,0,0,0,0,0
1.25,0,0,0,0,0,0
1.75,0,0,0,0,0,0
2.25,0,0,0,0,0,0
2.75,0,0,0,0,0.007199372,0
3.25,0,0.025793025,0,0.093783438,0.2726322729456845,0
3.75,0.9866683642985596,0.5062819753944363,0,0.9631762603866892,0.7791935455917434,0.046984208
4.25,1.6832038323583516,1.369761764135786,0.1097741629798924,1.2989942619287276,1.4357289110310198,0.5671665087294444
4.75,1.3478052827371283,1.8651021947763224,0.6153024116843417,1.5822062014740212,1.752567512771348,1.1280544214212918
5.25,1.0555122941913535,1.7997624683247009,1.511301693955801,1.079501209968429,1.3997492770254365,1.0435178363028144
5.75,0.8000333624395188,1.2616037656456516,1.500062554574098,0.850035448,1.0408024787347452,0.8900371157139649
6.25,0.8634475207522883,0.759909809,1.0835419868264011,0.9396340667010205,0.8511967688643092,1.0920071585984827
6.75,0.7838718109679342,0.6049591304851235,0.8564525342057059,1.0524204869476887,0.778146797,1.1540334994805692
7.25,1.3338749587234495,0.6618915298167672,0.9563631779526612,0.9437794519269692,0.782018353,1.082200438209591
7.75,1.0462294821222766,0.8348754978061037,1.1893977270442724,1.3490853848418811,0.8939383051171573,1.068255365956429
8.25,1.3217687057782903,1.0137473293079693,1.1371098424710284,1.244017605438389,1.0047661791036913,1.1711259488697336
8.75,1.4515512824065884,1.113600236841568,1.2614671859009632,1.2139461617745573,1.0760667546895246,1.1707452307505524
9.25,1.3607578164647998,1.1568661398134734,1.175199932401418,1.2641130851817886,1.0936164691421164,1.0862867796210471
9.75,1.0299465434596056,1.125226474677653,1.0160283469263676,1.1656489596586732,1.0846317347890428,1.1517307631254354
10.25,1.2467768137969997,1.0513457847449803,0.9130436262654792,1.155472451170451,1.039032632393499,1.1239881881957798
10.75,0.8816229220048166,0.9954203344439548,1.1564144821102138,0.9560456362000288,0.983564469,0.9674952845377536
11.25,0.9304667147819472,0.921124783,1.1447876996474524,1.040240878,0.9408351372164758,1.102968970893207
11.75,0.9871503990197472,0.8933586171397323,1.063822274671766,0.979962411,0.9422076798295376,1.085386239698897
12.25,1.062531815909576,0.932041623,1.150708730092944,1.0933937358737549,0.958487422,1.1000070044375063
12.75,1.168054860110151,0.9828821470378718,1.058168165953447,1.1192163293738389,0.9913946384719036,1.066307921076166
13.25,1.160712855074212,1.0318110931481352,1.0401193116898777,1.0853418904590035,1.022825033422972,1.0193922964206956
13.75,1.1058372122604951,1.0585941667999976,1.0358475152819824,1.154830000145453,1.0318716154164949,1.081340818318015
14.25,1.0524115521028092,1.046400475483804,0.9872467501150196,1.0621862724009767,1.0243025104532906,1.0426368318046402
14.75,1.0887164081776977,1.017666908265371,1.0248531551840334,1.064387549894397,1.0161112263206884,1.0826341936068733
15.25,0.981517104,0.9955542022604028,1.092471211368506,1.0099668750932802,0.9916458797413904,0.970137196
15.75,1.045552502488141,0.9741095837992304,1.0455525024881414,1.0255483092007405,0.978202851,1.0215474705432603
16.25,1.0172844542815276,0.9670644174507246,0.9972394404040594,1.0022506938734268,0.9828692989578666,1.0147788275468448
16.75,1.0730177192178705,0.9737442197174584,0.9598202455421392,1.0435392104481471,0.9878510968514838,1.0199564034323705
17.25,1.049520103523989,0.9920341178234036,1.0717556989376325,1.1084444313701451,0.9962078785136704,1.0717556989376325
17.75,1.0038292188356086,1.0061233450175462,1.066831052653744,1.023779799544685,1.0022680347797754,1.0048792493992451
18.25,1.0528835363453788,1.0204460165990124,1.056856682,0.9764004870070824,1.0064810005182123,1.0320245228894804
18.75,1.0219482814319092,1.018041338163426,0.9918356248887958,1.056766040559884,1.0153161054781346,1.028535425050715
19.25,1.0748997831283462,1.0091438911618675,0.982051297,1.0400816007844886,1.0050409615762004,1.064186496253314
19.75,0.9126037478637395,1.001426616228459,0.9991145120664368,0.9872404856072432,0.9994042248760864,0.979607183
