r ($\AA$),C_CO₂ - BF₄⁻,C_CO₂ - Solvent,C_CO₂ - TBA⁺,O_CO₂ - BF₄⁻,O_CO₂ - Solvent,O_CO₂ - TBA⁺
0.25,0,0,0,0,0,0
0.75,0,0,0,0,0,0
1.25,0,0,0,0,0,0
1.75,0,0,0,0,0,0
2.25,0,0,0,0,0,0
2.75,0,0,0,0,0,0
3.25,0,0,0,0.1470454549096689,0.032170935,0
3.75,1.414420659770164,0.098071608,0,0.9061132351652617,0.4347081039605802,0.066300968
4.25,1.445788859886035,0.823465177,0.068847089,1.8072360748575436,1.2913269707812969,0.4130825313960101
4.75,1.543597454343268,1.898490603399488,0.5237205648664661,1.2541729316539052,1.727671962802935,0.9371841687084128
5.25,1.1058173606076969,2.163611398253095,1.2412235680290469,1.162236613699927,1.5934799985842436,1.1848043149368197
5.75,0.6773721106770837,1.5081840338346846,1.4488236811704305,0.8278992463831035,1.2378876291613383,0.997242274
6.25,0.7645109536284354,0.9117522918337068,1.5608765303247218,0.8680384785989524,0.9812801842883055,1.1945483650444295
6.75,0.8603368809742314,0.6661772792053973,1.065178995491905,0.8808210924259988,0.8100670617458484,1.4134105901719505
7.25,1.1601443624759056,0.608647587,1.1956589858170046,1.0831960119035224,0.7448053016821861,1.2430118169384683
7.75,1.139653262184784,0.7028877517218108,1.2328976199999029,1.186275441092342,0.7894389587523547,1.1966359252940226
8.25,1.2068886198803843,0.8633573249449238,1.3074626715370836,1.2434610023010046,0.9035529774505574,1.1063145682236872
8.75,1.3574263561171582,1.0185122520268757,0.9672678825026458,1.2111169285117165,1.008362360534926,1.1054490085744526
9.25,1.200131453800236,1.1412451839496407,0.9528316390777628,1.1674005959693228,1.0968459122904577,1.0219301167208092
9.75,1.021302209525106,1.1941001330440244,1.0605830637376097,0.9394670965823876,1.1602175248782671,0.9951149733834344
10.25,1.0129694351382312,1.1970473273490927,1.0544360202023697,0.9418838607425668,1.143066795708766,1.0248170308708442
10.75,0.7216783133821905,1.1191499559681308,1.1094457653487422,0.9263333574756484,1.067988973922607,1.120217083458925
11.25,0.7720709217758761,0.9892645565509866,1.0622122235897404,0.7351885529012312,0.9766278728911514,1.108929890830953
11.75,0.8114566322836516,0.8758446599800502,1.077434083976626,0.7686297544686811,0.9044563919405167,1.0571476681695349
12.25,0.7175426296102899,0.839973071,0.9912872166292443,0.9539584093084796,0.8933916596709547,0.9912872166292468
12.75,1.0605662856519185,0.876505308,0.9610185476484892,0.978247964,0.9218853890716092,0.9610185476484908
13.25,1.0813110006504094,0.953494256,0.8934110562750928,0.9288638759685488,0.9753001182337012,0.9253185939992032
13.75,0.925096721,1.0383721370003558,0.9876477447436564,0.9744791081470726,1.0266508273362147,0.9250967209098904
14.25,0.956344539,1.0897142518191376,0.9011708158255592,0.9532793323869012,1.0586667747324163,0.9440837118172524
14.75,0.9069173449572348,1.088986966673591,0.9469704769111824,0.8797384339884842,1.0657067849356527,0.9541228219029574
15.25,0.8270160927295068,1.0682508709277716,0.9126617722354744,0.8577950088019634,1.054012498,0.9059707035240708
15.75,0.8280382956350996,1.0303803302879009,0.9710630921538888,0.8067100365051044,1.0142478645099775,1.0137196104138797
16.25,0.8250136283666482,0.9784128894747166,1.020659717,0.8827645823523138,0.9869756138499208,0.9699803087796444
16.75,0.8896446548481961,0.950296885,1.049381351,0.8707868504436848,0.9660145842741608,0.9972450682151246
17.25,0.8785667392754681,0.9470421851691672,0.9622397620636086,0.9005309077573557,0.9596600597356448,0.9538724597847942
17.75,0.9068204922559464,0.9604401574900536,0.8771858356462738,0.9097839579169136,0.9732339290914068,0.9117596016908912
18.25,0.8951930106099458,0.9836204929237948,0.8877174948637249,0.9082751631658318,0.9935917045873556,0.9783581232866522
18.75,0.9861908921407968,1.0207739823271471,0.9490095479128676,0.9463537376108728,1.0191660614012752,0.913598744
19.25,0.9490664823065726,1.0425109213847832,0.9860212833875366,0.944867073,1.0311391465892523,0.9339486091370862
19.75,0.9814129678034336,1.0479208297426426,0.9622634464804396,0.9606676530368576,1.0333709483452689,0.9479013054881952
