r ($\AA$),C_CO₂ - BF₄⁻,C_CO₂ - Solvent,C_CO₂ - TBA⁺,O_CO₂ - BF₄⁻,O_CO₂ - Solvent,O_CO₂ - TBA⁺
0.25,0,0,0,0,0,0
0.75,0,0,0,0,0,0
1.25,0,0,0,0,0,0
1.75,0,0,0,0,0,0
2.25,0,0,0,0,0,0
2.75,0,0,0,0,0.006771537,0
3.25,0,0.018897443,0,0.090516196,0.2326428395543362,0
3.75,0.5895157375081964,0.3868822965645119,0,0.5668420552963424,0.7315452948928168,0.068021047
4.25,1.130131552089446,1.2862240977150032,0.1765830550139758,1.1124732465880482,1.5222161788551365,0.5297491650419278
4.75,0.9614979925410436,2.124960588,0.3959109381051354,0.8342409052929646,1.7308687194893224,0.876659934
5.25,0.5788296516319148,1.8283472364708475,1.227118861459659,0.7177487680235738,1.3892891460836092,0.7409019540888505
5.75,0.617729337,1.1639610127609437,1.1003303815959018,0.5791212534715273,1.0504895187459975,0.6949455041658329
6.25,0.5555777312977029,0.7305174321561496,0.7516639894027745,0.5555777312977027,0.868198255,0.8497071184553099
6.75,0.5884380122111059,0.6315661796014658,0.7285423008327977,0.7915892307125598,0.7849516195779016,0.7985944451436442
7.25,0.8380279184545995,0.6904798651014177,0.6801386004848918,0.7590832594697468,0.7962568162982848,0.953408574
7.75,1.062927127268591,0.836577178,0.9034880581783022,1.1267027549047062,0.8973929830304018,0.7918807098151001
8.25,1.135016224113086,1.003767456375442,1.0130723322662258,1.036523080698314,1.0034895803889423,0.9474102366563778
8.75,1.175824098860201,1.1448283305878413,1.0090405387381864,1.1508065648418986,1.0851871506034574,1.0215493057473377
9.25,0.985013637,1.1681870911736962,0.9551647392537844,1.0857536684486393,1.1172810144281282,0.9103913921012649
9.75,1.1619815018895137,1.144133899888617,0.8328653539554887,1.020931724203502,1.1035724600808787,0.8630903063167766
10.25,0.9723970927970238,1.0560364110835228,0.9784745746270046,0.866041161,1.046391655746058,0.9784745746270056
10.75,0.8232818915309131,0.9805389815431218,1.011144873490988,0.9614164370897902,0.971396263,1.0415344735139396
11.25,0.8526438942103398,0.908781954,0.9333675765024424,0.8652569695684804,0.93265232,0.9510258820038406
11.75,0.9157595101666256,0.8979600235837943,0.957384942,0.9781976585870772,0.9406482578450144,0.9226970822133423
12.25,0.9574311672467934,0.935938825,0.965941667,0.9404101687179616,0.9612758384125842,0.931899669
12.75,1.076296800104659,0.9949057008174076,1.001663080389372,0.9957709446223764,0.9970999790547984,1.078260845360324
13.25,0.9966089496934936,1.037642402438104,1.0693541285032375,1.0202511328066597,1.0212955171448426,1.0111579854554422
13.75,1.0098932003941632,1.0522922000265855,1.0335361850187756,1.0402913234829538,1.0372410768721705,1.0386025388669102
14.25,1.0188921979419447,1.048287362683541,1.0534842170078755,0.9607147113310616,1.0303079767880798,1.0786420490558233
14.75,0.9627327095882624,1.0176797128568245,1.1212313873863302,1.0331765663874035,1.0118168442559656,1.053722691287153
15.25,0.9857649397888764,0.9876509051736048,0.9857649397888758,0.9679168280656796,0.9953551260613156,0.9692897597366944
15.75,0.9833843306905268,0.9751199742922392,0.9911072442823377,0.978235722,0.9826151986555716,0.9589284376497942
16.25,0.967334123,0.9735360321852886,0.9117124107061124,0.9395232667356088,0.9741705509708511,0.9770074639927568
16.75,0.9673520789227172,0.9816512914009796,0.9468669760749416,0.9821468754238868,0.9879701080973352,0.995803611
17.25,0.9721809516062055,0.9854961848250084,0.9743270464221128,0.9882766627255164,0.9934974947395854,1.000080184213009
17.75,0.9708845536798552,1.0113050170544602,0.993180441,1.0144628791581785,1.010275698970944,1.0002745871419816
18.25,1.0123682817753958,1.0193107142082245,1.0679718427062412,0.953888675,1.008957109972264,0.9864838654800024
18.75,1.0481056048942805,1.015580493065048,1.0190420179301412,1.0308491001343223,1.0155113086906622,1.011776121189106
19.25,1.0184954826344688,1.0103032238361194,1.0271121956855216,1.044345621787628,1.0052053969866173,1.0512389922284704
19.75,0.965944394,1.0026859898678475,1.0085114347288262,1.0035998530661854,1.0000116062851432,1.0044184500099589
