r ($\AA$),C_CO₂ - BF₄⁻,C_CO₂ - Solvent,C_CO₂ - TBA⁺,O_CO₂ - BF₄⁻,O_CO₂ - Solvent,O_CO₂ - TBA⁺
0.25,0,0,0,0,0,0
0.75,0,0,0,0,0,0
1.25,0,0,0,0,0,0
1.75,0,0,0,0,0,0
2.25,0,0,0,0,0,0
2.75,0,0.001825131,0,0,0.06433588,0
3.25,0,0.1588942110321014,0,0.3760496327759728,0.4583738351172957,0
3.75,1.7426599846294837,0.7837535212632434,0,1.389418095853237,0.848615882,0
4.25,3.081180862099911,1.181743113267818,0,2.6776928920630167,1.135437764593788,0.3301265209392756
4.75,1.9091572684905624,1.3452430333732306,0.440574754,1.923843093632798,1.334824294618177,0.8664636833918705
5.25,1.2023742034881302,1.4463614570910943,0.9138043946509792,1.274516655697417,1.3562931547327757,0.9138043946509784
5.75,0.8821852846146669,1.438513824227027,1.4836752513973943,1.042582609090061,1.2837224573624049,0.7719121240378336
6.25,0.6958388194259029,1.1491517330366572,0.8146405690839836,0.780697212,1.0200713611747592,0.8061547298226918
6.75,0.8003371983364317,0.8302829492487211,0.8876467108822241,0.7639582347756848,0.8759796337840778,0.8949225035943739
7.25,0.8577825220954316,0.7054089291527067,0.8577825220954315,0.9082403175128092,0.8422135153195432,0.9460836640758428
7.75,1.1481422907316334,0.8094723345032234,0.7286287614258443,1.1260626312944866,0.8730506965757576,0.7893478248779979
8.25,0.9645189785582016,0.9093108215363522,0.8573502031628456,0.9401624386956215,0.9525096924454678,0.7453101197949744
8.75,1.1519503712765602,1.0445044019740872,0.6495960740281356,1.121635887821916,1.0357843851222406,0.8054991317948891
9.25,1.054061872331484,1.1260598387560412,0.7982968591922275,0.9998086877261884,1.0904408987178362,0.740168447
9.75,0.8859632671696855,1.1280375486519665,0.7045849605050256,0.8999154446054288,1.0695941554286916,0.7220251822997039
10.25,0.8837116667666928,1.066789276,0.8142771786635958,0.9499900417741932,1.045089969129893,0.7416865774649021
10.75,0.92968579,1.003886064365035,0.6886561407721485,0.932555191,1.0158306740054484,0.812040366
11.25,0.8488967681295658,0.9788086926326336,0.8698571821574563,0.94059858,0.980667467,0.8174561470877311
11.75,1.0375974176534404,0.950815231,0.8070202137304537,0.9751494249242982,0.9690577323628204,0.8046183678562561
12.25,1.060706348973872,0.9670115436741448,0.8176278106673593,0.9502161042890924,0.9810519315746206,0.8419356644980105
12.75,0.966915932,0.9863487862831848,0.9301976052162206,1.0403525847813004,0.9972453162658584,0.9199980700713074
13.25,0.9482150090175336,1.006729720672237,0.929326264,0.933104013,1.0009162831825469,0.9274373892980264
13.75,0.985756078,1.0211163489110588,0.919103532,1.034868480384297,1.0125887464273222,0.9471677617076624
14.25,1.012520451538098,1.0232033115699743,1.0680457666224452,0.9341317714190196,1.0152806163310222,0.9586282339562316
14.75,0.984675858,1.0062859266529391,0.8962684277153871,0.9785787935259852,1.0080988252217695,0.9922971878277496
15.25,1.032396143,0.9986342541628408,0.9183192214702396,1.038099989488099,0.9939033645995746,0.9211711445182856
15.75,0.9973041739016114,0.9947085422278608,1.0561264039976852,1.0026516493648918,0.9967588262474294,0.9919566984383328
16.25,0.9544627788875776,0.9977009411796616,0.9695332438173816,0.9519510347326106,1.004867994,0.9971624295220214
16.75,0.9456153521938148,0.9957078086441424,1.0590891944570726,0.9775298703303544,0.9984331737045862,1.023628618749803
17.25,0.9450910401251074,0.996498464,1.000815747679654,0.9829838412622004,0.9953008329601732,1.0810593265582022
17.75,1.0652253152362483,1.0081403377448523,0.978912592,0.978912592,1.005405899016955,1.0125956059854466
18.25,1.0415141630645024,1.0048322991619028,1.06740266,0.9837628997205822,1.008894095425367,0.9698229396030836
18.75,0.9659576250938164,1.0059302944877369,0.9678442610803276,0.9838806669656744,0.997112215,0.9810507129859066
19.25,0.9182223830667612,0.997119288,1.0005581133222603,1.0462007463986804,0.9990520516214392,1.0032429740914632
19.75,0.9505408950959422,1.0022341730575628,0.9386378785205012,0.9105807680212494,1.0065894760894891,0.9411885249295262
