,diffusion (m2/s),std,R2
1,2.813921507044961e-10,1.2930081632757846e-14,0.9957948793552687
2,6.443409798237077e-10,3.4883174192875102e-15,0.9999413855052267
3,5.7214751706755e-10,4.9673248727864e-14,0.9851488210317844
4,1.3004490520135478e-09,1.1168852525051137e-13,0.9854621437757198
