,diffusion (m2/s),std,R2
1,1.6433088277569906e-10,1.1150120284110818e-14,0.9908763173111282
2,4.4023398915953133e-10,1.78568169112641e-15,0.9999670953969143
3,4.2449807555128045e-10,3.258402716872025e-14,0.988353369168409
4,1.4480909935866437e-09,7.473642798128234e-14,0.9947009805846372
