,diffusion (m2/s),std,R2
1,9.063640156218482e-11,5.227654758849241e-15,0.993390653020456
2,1.643486832995275e-10,3.0585360412974132e-15,0.9993078120650067
3,2.2051994000539327e-10,5.825018788147681e-15,0.9986064476399527
4,5.149480154542038e-10,2.469805490652313e-14,0.995420319050865
