,diffusion (m2/s),std,R2
1,6.955054399147786e-10,4.572939944732108e-14,0.9914280206071993
2,1.9765625458896813e-09,8.757076504580047e-15,0.999960743632469
3,2.085984861550033e-09,1.439567596660597e-13,0.9905647225961813
4,4.105482386005478e-09,1.7292498490386122e-13,0.9964642721123157
