,diffusion (m2/s),std,R2
1,4.3087627443545654e-10,2.86313801424648e-14,0.9912463135735629
2,1.2407879945278018e-09,6.531701119441842e-15,0.9999445804022977
3,4.862282114000217e-10,3.410410967182961e-14,0.9902565925620366
4,3.2219421800710692e-09,2.5533136649655283e-13,0.9875954241545969
