,diffusion (m2/s),std,R2
1,3.543491903389635e-10,2.248891426216394e-14,0.9920086611233873
2,7.217894642156884e-10,7.669960003112514e-15,0.999774213979868
3,7.289887192347452e-10,3.749627246372813e-14,0.9947365241224213
4,1.9454690413453602e-09,2.3775868693651036e-13,0.9709951129461962
