,diffusion (m2/s),std,R2
1,1.3016077315806382e-10,9.943281182152535e-15,0.9884630860514116
2,4.4296874725443993e-10,3.1043680857662766e-15,0.9999017827917726
3,3.8671210938450167e-10,2.567981993146175e-14,0.9912577145891832
4,1.0081814832786932e-09,7.163826896357583e-14,0.9900027824295309
