r ($\AA$),C_CO₂ - BF₄⁻,C_CO₂ - Solvent,C_CO₂ - TBA⁺,O_CO₂ - BF₄⁻,O_CO₂ - Solvent,O_CO₂ - TBA⁺
0.25,0,0,0,0,0,0
0.75,0,0,0,0,0,0
1.25,0,0,0,0,0,0
1.75,0,0,0,0,0,0
2.25,0,0,0,0,0,0
2.75,0,0,0,0,0.025987074,0
3.25,0,0.047881696,0,0.2589601702208074,0.4374377126368717,0
3.75,1.167619229,0.6992077713152514,0,1.016261180833662,0.9039948,0.021622578
4.25,1.818688015744288,1.349598042461996,0.033679408,1.3976954195071842,1.0743852142696049,0.4883514116350403
4.75,0.916924982,1.464908094653533,0.5933043998334857,1.159640418,1.2576934095550367,1.2540297541935057
5.25,0.7948747218862243,1.3381729324683906,1.523509883615264,0.938393769,1.3390801683548104,1.2364717896007946
5.75,0.7731841858146018,1.1926706923796515,1.6752324025983067,0.8376162012991534,1.2488341925598885,1.113753410518655
6.25,0.9661465910062256,1.0675201907683465,1.3401388197828294,1.067436152966557,0.9689158366652876,1.153142705394529
6.75,1.0822357388021304,0.8701420462002968,1.149040414,0.9753482584266112,0.8744653071553921,1.128999011
7.25,1.2624707294828794,0.8086789413301224,1.065571624884632,1.3203822308353086,0.916828001,1.331964531105793
7.75,1.378566823872335,0.9191070239524676,1.226519012415827,1.2214507520339442,0.9812172924228016,1.3633620427266837
8.25,1.3865445262604643,1.0311846296996148,1.4491626661560968,1.2478900736344156,1.0209848886644468,1.328399110643088
8.75,1.0735998351918146,1.0876302159633096,1.2883198022301774,1.097457609307186,1.0310185485708967,1.3161538720314434
9.25,1.0105134068510295,1.066091388377601,1.2097695715822183,1.1386066556067962,1.010133286,1.1350485098080243
9.75,0.9415770606392536,0.9922107323277718,1.0953039276823966,0.9832114204634396,0.9896117718551632,0.9768061343366424
10.25,1.031642190150952,0.9336890790289504,1.0953953592052237,0.933114565,0.9667310632705544,1.1127825871291162
10.75,1.0538473641926618,0.9368795083107762,1.032770416908809,1.096001258760368,0.956798144,1.1118089692232582
11.25,1.0007595430550578,0.9661237973430654,0.995948199,1.1282601579154377,0.9768733331483724,1.036844622732524
11.75,1.204104883219419,0.9869233091266038,0.9350558067491468,1.1577931569417492,1.005884306457985,0.9968047751193736
12.25,1.1646417723953633,1.0233125874179234,1.1524678165863518,1.1585547944908574,1.0203738307511356,1.069279118558112
12.75,1.135035743523762,1.046723055198178,1.0750998626776236,1.0264019594901346,1.0170360161170304,1.0207829706608094
13.25,1.040592995350181,1.0272671340161308,1.0059065621718424,1.0423273170090976,1.013852196068883,1.0336557087145126
13.75,0.9566347055049822,1.0085163381286726,1.0178335587191054,0.9743501630143344,1.0004431782420744,1.0597064582866658
14.25,1.0346363797223053,0.9879424666024842,0.9896521892995964,1.124604760567723,0.9912232858320802,1.0841189891872849
14.75,0.9992761528270284,0.9690583136227509,1.1756190033259155,0.989479328,0.992463158,1.020269349314992
15.25,1.0055312378142691,0.9876329625392314,1.0762326529730846,0.9662526738371496,0.9916677405543448,1.023861234336925
15.75,1.0359953243618798,0.990560185,0.93043182,0.9746211937717216,0.9939267780237198,1.0372228069736842
16.25,1.0262707492744954,1.0104990982451505,1.0009022588429903,1.0101271644544467,1.0027879868519056,0.9732275420086218
16.75,0.915995866,1.016115779110649,1.0180143628592528,1.0766207334289744,1.0031166678313213,1.0180143628592513
17.25,1.0376294471108354,0.9974867393637056,0.9393923396920586,0.9823710741877728,1.0061167540434286,0.985440984
17.75,1.0244561437340227,1.0076682907327517,1.0457184410568043,0.9828980171485888,0.9981972015765048,1.0553831216580716
18.25,1.0038350956720536,0.9943471009975348,1.023948367170037,1.0056635748991414,0.9960938762221816,0.937095604
18.75,0.976998187,0.9958707251719268,0.94754966,1.0341629741629876,1.000506116729431,1.0644776342096414
19.25,1.0550962455979458,0.9948836047082296,1.0156533952952191,1.0403051767344238,1.0002858098515577,0.9384111467857124
19.75,1.0616819910403246,0.9997112485197076,0.977371951,0.998449461,1.0033839452167117,0.9750300050068864
