nBondsM,ATS4v,ETA_beta_ns,FCSP3,FractionCSP3,AETA_beta_ns,AETA_dBeta,nBondsD,HallKierAlpha,nBondsKD,SIC1,C1SP2,AETA_beta,BIC1,ETA_dBeta,IC1,AETA_eta_FL,ETA_dEpsilon_B,AETA_eta_L,SlogP_VSA6_x,CIC1,SlogP_VSA6_y,nBondsT,AETA_eta_F,SMR_VSA7_x,VSA_EState10,SMR_VSA7_y,NtsC,BCUT2D_MRHI,qed,SdCH2,Chi4n,C2SP2,StsC,AETA_eta,NdCH2,NdssC,NdsCH,SMR_VSA10,C1SP1,CIC2,Chi3n,PEOE_VSA5_x,AATS0v,SdsCH,SMR_VSA9_x,PEOE_VSA5_y,Chi4v,Mv,ETA_eta_FL,SMR_VSA9_y,SIC2,Xp-4dv,MIC1,StN,AATS1s,SdO,NtN,Chi3v,BCUTpe-1l,FpDensityMorgan1,fr_nitrile,NdO,SMR_VSA5_x,BCUTse-1l,Xp-5dv,SMR_VSA2_x,BIC2,SMR_VSA5_y,SMR_VSA2_y,fr_C_O_noCOO,BCUTare-1l,ETA_eta_F,Xp-3dv,fr_C_O,Xp-6dv,SlogP_VSA12,GATS2s,C2SP3,C3SP2,EA_values,solvent_ID,smiles
0.0,10144.395645170864,0.0,1.0,1.0,0.0,-0.5769230769230769,0.0,-0.15,0.0,0.4770153070012016,0.0,0.5769230769230769,0.4770153070012016,-7.5,2.4062532094808287,0.0749494777402451,0.0,0.394978284204418,0.0,2.6381409098776247,0.0,0.0,0.2694098398281038,0.0,0.0,0.0,0.0,4.834379623319298,0.7068867489814704,0.0,1.7502964841193962,0.0,0.0,1.0979368509908871,0.0,0.0,0.0,0.0,0.0,1.3184780304341497,2.8822017768936488,0.0,166.47251096909363,0.0,0.0,0.0,1.7502964841193962,0.5314422836136657,0.9743432106231866,0.0,0.738625095653344,1.7502964841193962,22.272167676402507,0.0,2.509259259259259,0.0,0.0,2.8822017768936488,2.346486199860248,1.3076923076923077,0.0,0.0,63.8900843326398,2.542049318366812,1.3122402394053594,0.0,0.738625095653344,63.8900843326398,0.0,0.0,2.2970456301059494,3.502327917765349,2.8822017768936483,0.0,0.5477209708637238,0.0,0.7808028519802707,8.0,0.0,-5.11874854093105,zinc_1345620175,C[C@H](N[C@@H]1CCCC[C@H]1F)[C@@H](C)O
0.0,10992.62631266267,0.0,1.0,1.0,0.0,-0.6346153846153846,0.0,-0.08,0.0,0.4161335971333174,0.0,0.6346153846153846,0.4127407681381028,-8.25,2.117064212411591,0.085723117634745,0.0,0.3995739400798612,0.0,2.970398628838748,0.0,0.0,0.2196818073261758,0.0,0.0,0.0,0.0,4.896489022795207,0.6607382738976949,0.0,2.977819165222686,0.0,0.0,1.056114496323129,0.0,0.0,0.0,0.0,0.0,1.2652808826074669,3.78574757577843,0.0,169.73969124935888,0.0,0.0,0.0,2.977819165222686,0.5341751355946409,1.114400529251685,0.0,0.7512943244816899,2.9778191652226864,21.59926389685632,0.0,2.1103174603174604,0.0,0.0,3.78574757577843,2.3510000000000004,1.3076923076923077,0.0,0.0,32.22804289761662,2.5470000000000024,1.8138320291963723,0.0,0.7451688561570908,32.22804289761662,0.0,0.0,2.301,2.855863495240285,3.7857475757784296,0.0,1.2338377161626644,0.0,1.3625140198562702,4.0,0.0,-4.129379593783035,zinc_674912368,COC[C@H](C)N1C[C@@H]2CCC[C@H]2C1
0.0,5615.581181694148,0.0,1.0,1.0,0.0,-0.5681818181818182,0.0,-0.22,0.0,0.5572777836489824,0.0,0.5681818181818182,0.5640679903199987,-6.25,2.619450628301315,0.1127017930063138,0.0,0.3377079362570656,0.0,2.0809890898397767,0.0,0.0,0.3995792474953634,0.0,0.0,0.0,0.0,4.64001419201605,0.6399442397140076,0.0,0.6026092642511723,0.0,0.0,0.9121796392455344,0.0,0.0,0.0,0.0,0.0,1.0580682693971897,1.286618864195058,0.0,163.25644000998452,0.0,0.0,0.0,0.6026092642511723,0.5319069423350922,1.239719723069452,0.0,0.7749001512957112,0.6026092642511723,25.05300993719045,0.0,3.108333333333333,0.0,0.0,1.286618864195058,2.3774524910682926,1.5454545454545454,0.0,0.0,32.29479157815014,2.57320312004478,0.3120912263500451,0.0,0.7843419993849111,32.29479157815014,0.0,0.0,2.328239386797172,4.395371722448997,1.286618864195058,0.0,0.1973102731485971,0.0,0.6195555612613107,3.0,0.0,-4.700915608292215,zinc_644654185,CC[C@@H](O)CNCC(C)(F)F
0.0,10987.772784908542,0.0,1.0,1.0,0.0,-0.5714285714285714,0.0,-0.08,0.0,0.4006284212308172,0.0,0.5714285714285714,0.4006284212308172,-8.0,2.117482346512641,0.0648177864295303,0.0,0.4163523639432159,0.0,3.167919872349608,0.0,0.0,0.1839129145978191,0.0,0.0,0.0,0.0,4.8466492102984695,0.6062431988536888,0.0,1.7784568876502564,0.0,0.0,1.0921171322816543,0.0,0.0,0.0,0.0,0.0,1.5394641030078913,2.7349808355214766,0.0,162.02567646028848,0.0,0.0,0.0,1.7784568876502564,0.519118210712552,0.9074490100134244,0.0,0.7087328382475911,1.6822318427853191,20.010158643824248,0.0,2.1203703703703702,0.0,0.0,2.7349808355214766,2.364451398262118,1.3571428571428572,0.0,0.0,46.07551729699786,2.5603573783309,0.8991539509456526,0.0,0.7087328382475911,46.07551729699786,0.0,0.0,2.3146588869269373,2.5747808043694675,2.446305700926664,0.0,0.3340211607477105,0.0,1.3928571428571432,4.0,0.0,-4.305888878754007,zinc_132906027,CC[C@@H](NCCOCC(C)C)C1CC1
0.0,7247.129548234147,0.0,1.0,1.0,0.0,-0.6,0.0,-0.08,0.0,0.4547520648147899,0.0,0.6,0.4547520648147899,-6.0,2.162294909570876,0.0851036440896536,0.0,0.3847340861861126,0.0,2.592592592592592,0.0,0.0,0.2219095743812337,0.0,0.0,0.0,0.0,4.754256846595641,0.6192260444977753,0.0,1.6033656732027264,0.0,0.0,0.9644814089391642,0.0,0.0,0.0,0.0,0.0,1.1670287038639602,2.1893057411483694,0.0,162.0838451669071,0.0,0.0,0.0,1.6033656732027264,0.5214184815794831,0.8510364408965367,0.0,0.7545622891534314,1.6033656732027266,20.16535321981013,0.0,2.339506172839506,0.0,0.0,2.1893057411483694,2.37263007047235,1.7,0.0,0.0,38.834924862129526,2.568417488635546,0.8214585427801885,0.0,0.7545622891534314,38.834924862129526,0.0,0.0,2.322939932005597,2.2190957438123373,2.1893057411483694,0.0,0.3087774112920793,0.0,0.7347581043277935,4.0,0.0,-5.431978031089398,zinc_156549661,C[C@H](O)CN1CCC[C@H]1C
0.0,10555.1795159887,0.0,1.0,1.0,0.0,-0.5833333333333334,0.0,-0.12,0.0,0.4446967314456726,0.0,0.5833333333333334,0.4486451154004952,-7.0,2.2432255770024763,0.1228139733647603,0.0,0.3569150947580889,0.0,2.801168542355977,0.0,0.0,0.3196137123188489,0.0,0.0,0.0,0.0,4.641302448938027,0.6187945145793246,0.0,1.1477625122657753,0.0,0.0,0.9841118085568054,0.0,0.0,0.0,0.0,0.0,1.2201412880754663,2.1840076316296484,0.0,155.77292351345153,0.0,0.0,0.0,1.1477625122657753,0.5114167792313529,1.473767680377124,0.0,0.758119358003168,1.147762512265775,21.9680295665232,0.0,2.575520833333333,0.0,0.0,2.1840076316296484,2.372425648233092,1.4166666666666667,0.0,0.0,26.31013685145522,2.567745237095386,0.5840043656599009,0.0,0.7648505662565974,26.31013685145522,0.0,0.0,2.3234640043570622,3.8353645478261855,2.1840076316296484,0.0,0.2341210169478092,0.0,1.0625538200623348,2.0,0.0,-4.815562675648782,zinc_44415169,CC[C@@H](C)N(CCO)CCOC
0.0,4070.3517064816806,0.0,1.0,1.0,0.0,-0.625,0.0,-0.08,0.0,0.5119232311097552,0.0,0.625,0.5119232311097552,-5.0,2.248529327128576,0.111222720044338,0.0,0.3622389924849999,0.0,2.143788095650185,0.0,0.0,0.2409686435154868,0.0,0.0,0.0,0.0,4.679728052953138,0.4926305301342437,0.0,0.793603240265397,0.0,0.0,0.8083229145041188,0.0,0.0,0.0,0.0,0.0,0.9290369049679508,1.3845131630217231,0.0,162.13785896591014,0.0,0.0,0.0,0.793603240265397,0.5235544473844903,0.8897817603547042,0.0,0.7884859367972992,0.7936032402653972,20.88113547986873,0.0,2.357142857142857,0.0,0.0,1.3845131630217231,2.3838965634328355,1.5,0.0,0.0,25.99328161627751,2.5791881014599776,0.665800080236875,0.0,0.7884859367972992,25.99328161627751,0.0,0.0,2.3357883704416795,1.9277491481238949,1.384513163021723,0.0,0.1360827634879543,0.0,1.2935380025125618,2.0,0.0,-4.394732926424044,zinc_20282330,C[C@H]1CO[C@H](C)CN1
1.0,8917.43403853111,1.0,0.8,0.8,0.0833333333333333,-0.4791666666666667,1.0,-0.34,1.0,0.4791060002887828,1.0,0.6458333333333334,0.4791060002887828,-5.75,2.4167994904060857,0.1359326889571777,0.0103318903318903,0.3392262495934722,12.152040213667764,2.627594628952368,12.152040213667764,0.0,0.3727016690194952,12.152040213667764,0.0,12.152040213667764,0.0,4.946281162664222,0.4284440124275513,3.958912430713026,0.9373051262261116,0.0,0.0,0.9034178829114348,1.0,1.0,0.0,0.0,0.0,1.0989291668633454,1.814993565838651,0.0,162.04947274935978,0.0,0.0,0.0,0.9373051262261116,0.5200592306126604,1.6311922674861323,0.0,0.7821484323268724,0.9373051262261116,22.20023316977945,0.0,2.4296875,0.0,0.0,1.814993565838651,2.2921254773233057,1.4166666666666667,0.0,0.0,20.268296022307258,2.488043401799378,0.509681591804928,0.0,0.7821484323268724,20.268296022307258,0.0,0.0,2.2422547775471084,4.472420028233943,1.8149935658386511,0.0,0.2345602880211946,0.0,1.234365867913501,1.0,1.0,-4.014795330565926,zinc_308167491,C=C(CC)CN(C)CCOCC
0.0,5279.349483798216,0.0,1.0,1.0,0.0,-0.5833333333333334,0.0,-0.08,0.0,0.499185387609973,0.0,0.5833333333333334,0.499185387609973,-5.25,2.258096028412048,0.0868217076176331,0.0,0.3730625628006651,0.0,2.265465927644965,0.0,0.0,0.2258877807047216,0.0,0.0,0.0,0.0,4.789758290122721,0.5684278204803477,0.0,1.194878281243649,0.0,0.0,0.9446280684458024,0.0,0.0,0.0,0.0,0.0,1.196077174101171,1.6936646034552107,0.0,166.6335777481325,0.0,0.0,0.0,1.194878281243649,0.5314083841449925,0.7813953685586981,0.0,0.735589523097029,1.194878281243649,21.40758253507276,0.0,2.608695652173913,0.0,0.0,1.6936646034552107,2.3326300542605667,1.6666666666666667,0.0,0.0,26.37226241005556,2.528633172888948,0.637982029093688,0.0,0.735589523097029,26.37226241005556,0.0,0.0,2.282647609549884,2.0329900263424943,1.6936646034552107,0.0,0.0899724272944694,0.0,0.9389955466535976,2.0,0.0,-5.7485232082895,zinc_213379948,CC1(C)CO[C@@H](CO)C1
0.0,2589.6408464480974,0.0,1.0,1.0,0.0,-0.6875,0.0,-0.08,0.0,0.5295022246810359,0.0,0.6875,0.5204360228280892,-5.5,2.24928706865216,0.1045682954133395,0.0,0.3779533727499276,0.0,1.9986404447914257,0.0,0.0,0.2355066190774306,0.0,0.0,0.0,0.0,4.894059849725491,0.4652564153804019,0.0,1.756114371954937,0.0,0.0,0.7644604641674919,0.0,0.0,0.0,0.0,0.0,0.9215671054908924,2.298235259938809,0.0,175.93302891696064,0.0,0.0,0.0,1.756114371954937,0.5501481890151801,0.8365463633067161,0.0,0.7830548891019509,1.756114371954938,20.53155202296453,0.0,2.384722222222222,0.0,0.0,2.298235259938809,2.3550918900484428,1.375,0.0,0.0,12.524788010674312,2.5510968558766893,0.9357131392869762,0.0,0.7696473275174616,12.524788010674312,0.0,0.0,2.305366719840455,1.8840529526194447,2.298235259938809,0.0,0.3414579279477369,0.0,0.7448212490575521,2.0,0.0,-4.754757001035661,zinc_34301001,O[C@@H]1C[N@]2CC[C@@H]1C2
