solvent ID,smiles,EA_0-1
zinc_168743635,C=CCCNC[C@@H](O)CC,-3.970577063213012
zinc_307418565,OCCN1CCC[C@@H]1C(F)F,-5.438845883934115
zinc_20036817,CC(C)CNCC#N,-3.5482062010357547
zinc_82416090,CN(CCCCO)CCC(F)(F)F,-4.851940528499936
zinc_308603371,CC[C@@H](CN[C@H](C)CCC1CC1)OC,-5.20110385077794
zinc_307701902,CC[C@@H]1CN(CCF)C[C@H](C)O1,-5.48976169740976
zinc_656771516,CC1(CN2CC(OC(F)F)C2)CC1,-5.135248356473496
zinc_652016135,CC(C)CN[C@@H](CO)CCF,-5.377521448707041
zinc_238238950,CCCCCCN(C)[C@@H](CC)CO,-5.645801761655682
zinc_169154087,CCCOC[C@H]1COC(=O)O1,-5.384438634196318
zinc_14444687,CO[C@H](C)C(=O)C,-3.5875985720192043
zinc_145682557,C=CCN(CC=C)CC[C@H](C)O,-3.896471027978824
zinc_14193624,COC(=O)CN1CCC(C)CC1,-4.0011501533660745
zinc_388513462,CCCCCN(CC)[C@H](C)CO,-5.5540087481885605
zinc_591374091,CO[C@H](CC(C)C)CN(C)CC#N,-3.5661436953372343
zinc_308627183,C=C[C@@H](COC)NC(CCC)CCC,-3.9732172891196704
zinc_37184400,CCCN[C@@H]1CCCC[C@H]1OC,-5.651700609323782
zinc_378828552,C=CCCCNC[C@@H](CCC)OC,-3.995319121244661
zinc_388340253,CCCC[C@@H](C)N[C@@H](C)[C@H](C)OC,-5.604476418653627
zinc_388488444,C=CCCCCN[C@@H](C)[C@H](C)O,-4.008744551296364
zinc_2040158,COC1CCCCC1,-4.581281983419216
zinc_642526411,CCOCCN(CC(C)C)C1CC1,-4.04091959170751
zinc_158288367,CCOCCN[C@@H]1C[C@H](C)C1,-5.356659452849634
zinc_36951001,COC[C@H](O)CNC(C)C,-5.4264055440422085
zinc_335382730,CC[C@@H](C)CN1CC2(CC2)C1,-5.608244209325656
zinc_44481383,COC(=O)[C@H](C)NC1CCC1,-3.999852766838492
zinc_35207524,CCOC(=O)CN(C)[C@H](C)C1CC1,-3.971530683938621
zinc_14620053,COC(OC)C(C)(OC)OC,-5.604685523317007
zinc_33611403,CCOCCN(C)CCCN(C)C,-4.250441655960943
zinc_1724633,CCC[C@H]1CCO1,-4.785597796891977
zinc_306326885,C[C@@H]1CCCN(CC(F)F)[C@@H]1CO,-4.798466584454609
zinc_307584089,CC(C)[C@H](O)CN1[C@@H](C)C[C@@H]1C,-5.391178507772108
zinc_16083064,NC1COC1,-4.390599007254846
zinc_238171699,CC1(C)OCC[C@H]1CO,-5.56560911295265
zinc_1580699,CC(C)(C)N1CCC1,-5.654473152330931
zinc_124813132,OC[C@H]1CCCCCN1CCF,-5.436352847668805
zinc_393238,C[C@@H](O)[C@H](C)CO,-4.488903175130344
zinc_308575214,C=CCC[C@@H](CCC)NC[C@H](C)OC,-3.984350543005154
zinc_307690560,COC[C@@H](C)N[C@H]1CC[C@@H]1C,-5.51734074611233
zinc_161522180,CC[C@@H](C)CNCC[C@H](O)CC,-5.366438982379135
zinc_20831726,C1CC(CNC2CCC2)C1,-5.508209626941932
zinc_35881834,C[C@@H](O)[C@H]1CO1,-4.770610265285079
zinc_19266990,CCCCCNCC,-4.591204688083397
zinc_400382,CCC(C)(C)OC(=O)C,-3.81018500310912
zinc_892479713,CCCCN[C@@H](C)COC(=O)C,-3.961506431089752
zinc_1686400,CC(C)COC(O)O,-4.369984267357015
zinc_87476805,COCCN[C@@H](COC)C1CC1,-5.688608835234557
zinc_162348656,CCCCN(C)C(=O)COC(C)C,-4.270639695336601
zinc_308255243,C[C@@H](O)CN(CC(F)F)[C@H](C)CO,-5.515873645596479
zinc_166641689,C[C@@H]1C[C@H](NCCCF)C1,-5.385931761658669
zinc_2042249,C=C[C@H](CO)N(CC)CC,-3.6885038715022977
zinc_335425962,CC(C)N[C@H]1CO[C@@H](C)C1,-5.360847958550505
zinc_1880633616,C[C@@H](N1CC[C@@H](O)C1)C(F)(F)F,-4.995774198964229
zinc_307040834,C[C@H]1[C@H](O)CCCN1CC(F)F,-4.569760615545579
zinc_2528016,CCCC(CC)(OC)OC,-5.552643034196481
zinc_20254956,CCCCN1CCOCC1,-5.5849928538855
zinc_388740495,CN(CC#N)CCCCC(F)(F)F,-3.5415310715013164
zinc_395694610,CC[C@@H](NCC1CC1)[C@@H](C)O,-4.684373869429856
zinc_528769623,COCCN1CCC(F)(F)C[C@H]1C,-4.784314016577489
zinc_307614593,O[C@H](CF)CN1CCCCCC1,-5.500952393784363
zinc_34925163,C[C@H](CO)N1CCCC1,-5.099001904662687
zinc_20230620,CCN1CCOCC1,-5.636318147150057
zinc_43628378,CCCCCN(C)[C@@H](C)C(=O)OC,-3.974719415544008
zinc_19506268,N#CCN1CCCCC1,-3.55165644145135
zinc_391249,CN1CCC[C@@H]1CO,-4.783947591710398
zinc_388284316,CCCCCN1CCO[C@@H](C)[C@H]1C,-5.891770572018827
zinc_104566441,NC[C@H](O)CF,-4.57372298860009
zinc_6036002,COC(C)(OC)[C@@H](C)O,-4.863323382384631
zinc_14218085,COC(=O)CN(C)C1CCCCC1,-4.006270913988732
zinc_44692124,CCOC[C@H](C)NC1CCC1,-5.420288781346253
zinc_217875246,CC[C@H]1C[C@@H](O)CN1CCF,-4.850494820726033
zinc_669688973,CCCN(C)CCOCC(C)C,-4.429421964765052
zinc_12403768,OCCCCN1CCCC1,-5.427835032123927
zinc_637831695,CC[C@H](C)[C@@H](CN(C)CCO)OC,-5.953712864246278
zinc_83215465,CCC[C@@H](C)NC[C@@H](C)CO,-5.500756841450169
zinc_308478183,COCCC[C@@H](C)N[C@H](C)COC,-4.386263716064152
zinc_2044804,CC[C@H](CO)NC(C)C,-5.530393527459646
zinc_306527589,COC[C@@H](C)N1CC[C@@](C)(F)C1,-3.3627790238337827
zinc_42319024,COC[C@@H](C)N(C)CCO,-4.083123061141236
zinc_658115242,C=CCCN[C@@H](COC)CC(C)C,-3.976958271500187
zinc_10152100,CC1CCN(CCO)CC1,-4.844418903627399
zinc_5523461,CCCC(CCC)NC[C@H](C)O,-5.608109736787636
zinc_792407336,C=CCN(CCCCCC)CCOC,-3.905415432126819
zinc_1867172,CC[C@@]1(C)O[C@H](C)[C@@H](C)O1,-4.90179532642607
zinc_902992119,CC[C@H](CO)N1CCC[C@@H](F)C1,-4.680553081863494
zinc_37689584,CCN[C@@H]1CCC[C@H]1O,-5.3147226113981
zinc_662167951,C=C[C@H](CO)NCC(=C)C,-3.9751301616576185
zinc_679850671,CO[C@@H](C)CN(C)CCC(F)(F)F,-4.767801214509109
zinc_49800471,CCCCN(CC=C(C)C)CCO,-4.220922818653436
zinc_689387500,CC(C)[C@H](O)CN1CC[C@H](F)CC1,-5.418289394819263
zinc_82764620,C[C@@H](CO)C[C@H]1CCOC1,-4.2867104435226935
zinc_5360261,COC(C)(CC(C)C)OC,-5.516202889119086
zinc_224704999,CCC[C@@H](CCO)CNC(C)C,-5.390947606218317
zinc_167356824,COCCN1CCC[C@H]1COC,-4.499112715023659
zinc_37688394,CC[C@H](O)CN[C@@H](C)COC,-4.271370227978463
zinc_128459182,COC(=O)CN(C)C1CCC1,-3.956424333678039
zinc_308055455,C=CCCCCN[C@@H](C)COC,-4.000728737824975
zinc_19092411,CCN[C@@H](C)CO,-4.800254468393144
zinc_233786546,CCOC[C@H](N[C@@H](C)C1CC1)C(C)C,-5.491175235232623
zinc_168617252,CO[C@@]1(C)CCCN(C(C)C)C1,-5.87813272331546
zinc_306489077,CC[C@H](CO)N(C)CCF,-4.774075162693642
zinc_306427419,COC[C@@H](C)N1CCCCCCC1,-5.749810545078287
zinc_650187084,C=CCN1CC[C@@H](O)[C@H]1C,-3.7071434466328768
zinc_75517668,N[C@H](CO)CS,-3.7371923336766417
zinc_37926069,C[C@@H](O)CN(C)CC1CC1,-5.430283801035815
zinc_929202465,C[C@H](C1CC1)N(C)CCOC1CC1,-5.375771177201108
zinc_1648979,CN1CC[C@@H](CO)C1,-4.778467465285337
zinc_658192653,CC[C@@H](COC)NCCC(C)(C)F,-5.283562055960847
zinc_379369052,OC[C@@H](CC(F)F)NC1CCCC1,-5.134281668392259
zinc_308489962,CC[C@H](COC)NCC[C@@H](C)OC,-4.094709765805258
zinc_3132372,COC(=O)OC(C)(C)C(=O)C,-3.47875085181576
zinc_32219668,COC(C)(C)CC(C)(C)C,-5.803321535751434
zinc_934025980,OC[C@@H]1CCN1CCCF,-4.892353796890554
zinc_104585255,CO[C@@H](C)[C@H](N)CO,-6.175559871501695
zinc_96528819,COCCCCNC[C@H](C)OC,-5.3816803170986125
zinc_1669844,CCCN[C@H](C)[C@@H](C)O,-4.306399017616308
zinc_306456240,C[C@@H]1CN(CC2CC2)CCO1,-5.613641566841141
zinc_44690629,CCCCCCN[C@@H](C)COCC,-4.580939726421828
zinc_662130495,COC[C@@H](C)/N=C/C[C@@H](CC1CC1)C,-3.669477556474552
zinc_379398267,CC[C@H](COC)NC[C@@H](CC)OC,-5.104631807251681
zinc_306691824,C[C@@H]1C[C@H](O)CN(CCF)C1,-4.357450138860428
zinc_146201645,C[C@H]1C[N@@](C2CCCC2)CCO1,-5.34447905906872
zinc_308403454,C=CCN(CCOC)CCC(C)C,-3.895908134715861
zinc_2539384,CO[C@H]1OC1(C)C,-4.738924186528389
zinc_52602135,CNC[C@H](OC)C(C)C,-4.429360858030754
zinc_307756245,C[C@@H](CO)N[C@H](C)C1CCC1,-4.775726041452417
zinc_711445545,CC[C@@H](O)CN1CCC[C@H](CF)C1,-4.584899270467739
zinc_167005572,CC[C@@H](CO)NC[C@H](C)OC,-4.343911197927597
zinc_39422962,C[C@@H](O)CNC=O,-4.303179678754503
zinc_307197543,C=CCN(C)[C@@H]1CCC[C@H]1O,-3.8769072269428593
zinc_932974608,CCCCN1CC[C@H](OCC)C1,-5.355797653887154
zinc_661153930,OC[C@H](NCC(F)F)C1CCC1,-5.238896777202327
zinc_308049482,C=CCCCN1CCO[C@H](C)C1,-3.99825836062325
zinc_642649455,CC[C@@H](CN1CCO[C@@H](C)C1)OC,-5.394397927463605
zinc_307722542,CO[C@H]1CN(C[C@@H](O)CF)C1,-4.719761970986196
zinc_1759050,C[C@H](N)[C@@H](C)O,-4.642426466321714
zinc_45657418,COC[C@H](C)CNCC1CC1,-5.159638431087728
zinc_20360942,CCCCN(C)CC(=O)OC,-3.9747517740940888
zinc_14593080,CCCNCC(C)C,-4.301877846632133
zinc_34411879,C[C@@H]1C[C@@H](O)CCN1C,-4.139050165803203
zinc_379407399,CC(C)C[C@H](C)N[C@@H](C)C(F)(F)F,-5.424616124351772
zinc_620119230,CCC(CC)N(CCOC)C1CC1,-5.669712520207326
zinc_76570063,CNC1(C)COC1,-4.447542509843755
zinc_388677110,C[C@@H](O)CCN(C)CCCCCF,-5.6776688165817575
zinc_698557401,C[C@H]1CCN1C[C@@](C)(O)C(F)F,-5.060823343006448
zinc_306607444,C=C(C)CCN1C[C@H](C)O[C@H](C)C1,-4.077361434199254
zinc_1335464960,C[C@@H](O)[C@H](C)N[C@H]1CCC[C@H](F)C1,-5.475914905699334
zinc_1761526,CC(C)(CO)NC=O,-4.192287604144604
zinc_12896198,CN[C@H](C)CC(C)C,-4.578882574091543
zinc_159130812,C=CCCCN(C)[C@H](C)CO,-4.005256105699132
zinc_43522169,CCN(CCOC)[C@@H](C)C#N,-3.5206999523321247
zinc_39078034,O[C@@H]1CCN(CCF)C1,-4.792697090155611
zinc_39223823,N[C@@H]1CC[C@H]1O,-4.761541061139775
zinc_34437973,CCN1CC[C@H]1CN,-5.649002159586053
zinc_934011331,C=CCCN1CC[C@@H]1CO,-4.016535956475398
zinc_37688302,CC[C@H](O)CNC1CC1,-4.838295970985714
zinc_1603669,CCCCN(C=S)CCCC,-3.155193730571519
641551,C[C@H]1CCCOC1,-4.595016180310192
zinc_740874800,CCCCCCN1C[C@H](C)OC[C@@H]1C,-5.545071483938007
zinc_49805253,CC(C)OCCCN(C)CCO,-5.474346607255688
zinc_668816522,C[C@@H]1C[C@H]1CNCCOCCF,-4.350236364763953
zinc_386892613,CC[C@@H](N[C@H](C)[C@@H](C)OC)[C@H](C)O,-4.854559658028442
zinc_379231651,CC(C)N[C@H](CO)CC(F)F,-4.777652116061125
zinc_201993335,CC(C)OCCN1CC[C@@H](F)C1,-4.40065976787713
zinc_70963527,CC[C@@]1(O)CCOC1,-4.589421007253635
zinc_41053949,CO[C@@H](C)[C@@H](C)N,-4.768848812435377
zinc_31622606,CCC1OCCO1,-4.789232596890915
zinc_88024996,CC[C@@H](COC)NCCCF,-5.677740996892006
12978171,C1C[C@@H](OC1)S,-3.816674118134945
zinc_19092121,CCN[C@H](C)CCO,-4.85238333678758
zinc_409422097,OCCN1CC(F)(F)C1,-4.7720659689123375
zinc_307258927,CC[C@@H](F)CN1CCOC[C@@H]1C,-5.4390475253874095
zinc_166478539,CC(=CCC[C@H](C)NCCO)C,-4.256264362692972
zinc_590125789,CCOCCN1CCC[C@@H]1CC,-5.508885303623385
zinc_49801996,C=CCN(CCO)C(C)C,-3.903603622796937
zinc_231788859,COC(C)(C)CN[C@@H]1C[C@H](C)C1,-5.282465098445769
zinc_397702919,CC[C@@H](O)CNCCC=C(C)C,-4.257387158546318
zinc_334146834,CO[C@@H]1CN(C(C)C)C[C@H]1OC,-5.420227620723451
zinc_221678538,COC[C@@H](C)N[C@@H](C)CC(F)(F)F,-4.734115075643639
zinc_87978912,CCOCCN(C)C[C@H](O)C(C)C,-4.715784105700606
zinc_35601650,CC(C)CC[C@H](C)NC[C@@H](C)O,-5.385460690155773
zinc_128466416,CO[C@@H](C)[C@H](C)N[C@H]1CC[C@@H](C)C1,-5.3944966466351
zinc_642651274,C=CCN(CC=C)C[C@H](CC)OC,-3.898735749222118
zinc_85057403,C=C(CC)CN[C@@H](CC)CO,-3.9683296932638097
zinc_1602306,CC(C)N[C@H]1CCCC[C@@H]1O,-4.350319214507817
zinc_824533114,CC(C)C(CN1CC2(CC2)C1)C(C)C,-5.76909508186302
zinc_122788582,CC[C@@H](O)CN(C)CC(F)F,-5.404961983419139
zinc_82875478,OCCN1CC[C@@H](C(F)(F)F)C1,-4.429387720209237
zinc_307720623,C[C@@H]1CC[C@@H]1NC[C@H](O)CF,-5.34455832539097
zinc_606247939,C[C@H](O)CN1CC[C@H](F)CC1,-5.397507258030077
zinc_5456369,CCCC(=O)NC(C)C,-4.446651450777717
zinc_168958033,C=C(C)CCNC[C@@H](C)O,-4.074000940931293
zinc_226277563,CC[C@H](C)N(C)[C@@H]1CCC[C@H]1O,-4.997897792747151
zinc_661241488,C=CCN(C[C@H](C)CC)[C@@H](C)COC,-3.90600675025676
zinc_50113531,CC(=CCN1CCC[C@@H]1CO)C,-4.215118513989248
zinc_128410893,C=CCCN(C)CC[C@@H](C)O,-3.977761200001717
zinc_2585924,CCCOC(=N)OCCC,-5.027135237304021
zinc_1691694,CCC1(CC)OCCO1,-5.710078261138615
zinc_575521704,CO[C@@]1(C)C[C@H]1NC(C)C,-4.180429610361841
21679857,C[C@H]1CCO[C@@H](C1)C,-4.63631886424713
zinc_1647805117,CC[C@H](C)[C@H](C)N(C)CC1(C)COC1,-5.448335991708833
zinc_2025033,O[C@H]1COC[C@H]1O,-4.439505115025249
zinc_15635680,CCNC1CCCCCC1,-4.558589398964472
zinc_5239504,CC(C)(N)O,-4.864591131605978
zinc_664805740,CC[C@@H](C)CN1CCO[C@@H](CF)C1,-5.406467801032907
zinc_238375561,CO[C@@](C)(CO)C1CC1,-4.723388957513559
zinc_644906908,CC(C)CN1CC(CC(F)F)C1,-4.404073850780801
zinc_88026785,O[C@@H]1CCCN(CCCF)C1,-4.849106851814236
zinc_308129088,OCCN(CCCCF)CC(F)F,-4.784055175128747
zinc_20041869,CCCCCN[C@@H](C)COC,-4.5401148227971095
zinc_1656342,C[C@H]1CNCCO1,-4.398906802073135
zinc_70591601,C=CCCCNC[C@@H](C)O,-4.000698965805136
zinc_642693288,CC[C@@H](CN1[C@@H](C)CC[C@H]1C)OC,-5.37543686839349
zinc_39136800,C=C(C)CCN1CCOCC1,-4.061224109845392
zinc_130977081,CCC(CC)NCCOCC(F)F,-4.344398785491069
zinc_378906658,CCCC(CCC)NCCF,-5.64361983627081
zinc_100581104,C1C[C@@H]2N[C@@H]2C1,-5.790164215543788
zinc_673092778,CCOCCN(C)C1CCCC1,-5.374275247666753
zinc_83055048,CCOCCN[C@H](CC)C1CC1,-4.403841898445605
zinc_157155627,CO[C@@H](C)[C@H](C)NCCC(F)(F)F,-5.945734366837568
58714644,C[C@H]1CCOC[C@H]1C,-4.516103539896399
zinc_379190229,CCCC[C@@H](C)N(C)CC#N,-3.633748706737662
zinc_14193883,COC(=O)CN1CCCC[C@H]1C,-4.001462045597653
zinc_70623634,CC[C@H](COC)NCC1CC1,-5.58789631295331
zinc_307963813,CCCCN(CCF)CCCC,-4.206131216577283
zinc_147805555,CC[C@H](CN1CCOCC1)OC,-5.538858130566898
zinc_68910530,COC[C@H](O)C1CC1,-5.543537941967987
zinc_34596412,C[C@H]1O[C@@H](C(C)(C)C)OC1=O,-3.7471172476714494
zinc_4722619,C=C[C@@H](O)CN1C[C@@H]1C,-3.728981129533506
zinc_15442161,C[C@H]1CCCCN1C[C@@H](C)O,-5.593976352331026
zinc_392016,CC(C)[C@@H](N)CO,-4.807186149223663
zinc_929753872,C[C@H]1CCCN1CCOC1CC1,-5.241913181343419
zinc_388637505,C[C@@H]1CC[C@@H]1N[C@H](CO)CC(F)F,-4.76550095544105
zinc_53584833,C=CCCOCCN[C@@H](C)CCC,-3.9530637595865112
zinc_300240705,CO[C@@H](C)[C@H](C)NC[C@H]1CCC[C@@H]1C,-5.506679695336245
zinc_395030691,CC(C)CN[C@@H](C)CC(C)(C)O,-4.942727059068376
zinc_133740454,CCN[C@@H](C)C1(OC)CCC1,-5.330126627977752
zinc_306432689,C[C@H]1C[C@@H](O)CN1CCCF,-5.347553740932448
zinc_307996691,CC[C@H](CN[C@@H](C)C1CC1)OC,-5.140053830051192
zinc_19735453,CCOC[C@@H](N)CC,-5.869241720207195
zinc_104618000,CO[C@H](C)CNC[C@@H](C)O,-5.340886101553878
zinc_642862278,CCN(CC)[C@@H]1CC[C@H]1O,-4.789838302591217
zinc_2037589,COCCCCCO,-6.247356406216761
zinc_714604864,COC(CN(C)CCCF)OC,-5.224333086007386
zinc_35098294,CCOCCN[C@@H](C)C(C)C,-5.4843625347151725
zinc_252760534,C[C@H](O)C[C@H](C)N[C@H](C)C1CC1,-5.454974909845907
zinc_39381706,COC1(OC)CCC1,-5.36848075025841
zinc_59711481,COCC[C@H]1CO1,-4.396697718135262
23235623,CN[P@@](=O)(N)F,-4.207697790674581
zinc_53171907,COC[C@@H](C)NC1CC1,-4.234314031087451
zinc_308586947,C=CCC[C@H](CCC)N[C@H](C)COC,-4.058947695337455
zinc_308060341,C[C@H](O)CCN(CC(F)F)C1CC1,-4.883993436267583
zinc_85351036,COC(CN(C)[C@H](C)C1CC1)OC,-5.514397168911367
zinc_404448,CN1CC[C@H](O)C1,-4.595193815542447
zinc_167555080,C=C(C)CN[C@H](C)[C@@H](C)O,-3.997525430051718
zinc_35603137,CC(C)[C@@H](C)N[C@@H](C)CO,-4.794940283937229
zinc_591010788,CCN(CC)[C@@H](C)CCC#N,-3.698904652848621
zinc_307504525,CC(F)(F)CNCC1CC1,-4.401887722282561
zinc_69371632,CCCC[C@@H](CC)N[C@@H](C)CO,-4.686953527462748
zinc_148813518,COCCN1CC[C@H](F)C1,-4.591387523315795
zinc_306487967,C[C@@H](O)[C@@H](C)N1CCCCCCCC1,-5.5792451025930045
zinc_661766530,C[C@H](O)[C@H]1CCCN1CC(F)F,-5.38811349844603
zinc_19905070,COC[C@H](C)NC1CCCCC1,-5.466614018652164
zinc_4342464,C=C1OC(=O)O[C@]1(C)CC,-3.639349376167348
zinc_156782923,CCC[C@H](C)N[C@H](CC)CCO,-5.5361081658012985
zinc_656503071,C=CCN(CCOC)C[C@@H](C)O,-3.8755723088077714
zinc_124836135,OC[C@H]1CCCCCN1CC(F)F,-5.78429379274573
zinc_657250329,CN(CCCCF)C1CC(C)(C)C1,-5.82683499274624
zinc_393825143,C=CC[C@H](CC)N[C@H](C)[C@H](C)O,-3.9142817284956606
zinc_19904386,COC[C@H](C)NC1CCCC1,-5.491551090154413
zinc_382114248,CO[C@H](C)[C@H](C)NCCC(C)(F)F,-5.342386773057538
zinc_37755880,OCCNCC(F)F,-4.385811774093263
zinc_131831646,CC(=CCC[C@@H](C)NC[C@@H](C)O)C,-4.302865146113367
zinc_382165460,C=CCOCCN1C[C@H](C)C[C@@H]1C,-3.781589637306237
zinc_307572332,O[C@H]1CCN(CCCCF)C1,-4.8066361616600055
zinc_1529437,OCCCO,-4.83787307357509
zinc_164062452,CO[C@H](C)CN(C)CCC#N,-3.7230378797922574
zinc_306568271,CCN(C)[C@@H]1C[C@@H](O)C1,-4.80937429844583
zinc_37693689,CC[C@@H](O)CN1CCCC[C@@H]1C,-5.0901071295353
zinc_669687618,CC(C)COCCN(C)C1CCCC1,-5.382623726424509
zinc_308120825,C[C@@H](O)[C@H](C)O[C@H](C)CC(C)(C)C,-5.743275357510747
zinc_19509958,CCCCNCC(F)(F)F,-4.37060635440276
zinc_56958888,C1CCC(N2CCOCC2)CC1,-5.530229309842975
zinc_87689901,OC[C@H]1CCCN1CCF,-4.522825658032698
zinc_885269423,CC(C)(F)CN1CC[C@H](O)C1,-5.091841154406328
zinc_388123161,CC(C)N[C@@H](CO)CC1CC1,-4.491088198963269
zinc_44193004,CCOCC[C@H](C)O,-4.8220130196912505
zinc_133641564,CO[C@H](C)[C@@H](C)N[C@@H](C)CC1CC1,-5.426933734712391
zinc_625767469,COCCN1CCCC(F)(F)CC1,-4.5644745865279095
zinc_122058687,CN(CCO)C1CCC1,-5.367415450778092
zinc_388255481,C=CCC[C@H](C)NC[C@@H](CC)OC,-4.018038594819077
zinc_307137797,CNC(C)(C)[C@@H](O)C(F)F,-4.523819827978047
zinc_1648981,CCC1(CC)CO1,-5.874293075648888
zinc_308155923,CC(C)[C@H](CC(F)(F)F)NCCO,-4.679390087045772
zinc_395703413,CC[C@@H](N[C@H](C)COC)[C@H](C)O,-5.225538327460729
zinc_158272226,CCC(CC)N[C@@H](C)CCO,-5.580860551294833
zinc_308267213,C[C@@H]1CC[C@H]1NC[C@@H](O)C(F)(F)F,-4.421280704661879
zinc_211828586,CC(C)NCCC(C)(C)F,-4.865244203109287
zinc_689454756,CCC[C@@H](O)CN1CC[C@H](F)CC1,-5.364686366841225
zinc_307670068,COC[C@@H](C)N1CCO[C@@H](C)C1,-5.798537939896903
zinc_35603244,C[C@H](CO)N[C@H](C)C1CC1,-4.757638717098501
zinc_45059800,CCCCCCN(C)CC#N,-3.566720033160033
zinc_306646054,CC[C@H](NC(C)C)[C@@H](C)O,-4.820875243523104
zinc_50404550,CCC[C@@H](CC)NCCOC,-4.374260149223166
zinc_660928238,COCCN1C[C@@H]2CCCC[C@H]12,-5.506603365801132
zinc_122275901,CN(CC(F)F)C[C@H](O)CO,-4.719581237307419
zinc_683925824,CC(C)NCC1(C(F)F)CC1,-5.475073340931113
zinc_224696553,CCC[C@H](CC)N[C@H](C)CO,-5.591323463212608
zinc_40571748,CC1(N)COC1,-5.755210435233979
zinc_19904459,COC[C@H](C)NCC1CCCCC1,-5.523363369949774
zinc_642838608,C[C@@H]1CCCN1C[C@](C)(O)C(F)F,-5.506086895338311
zinc_113356446,CCC[C@H](C)N1CCOCC1,-5.710325409325779
zinc_307572636,C[C@H]1C[C@@H](O)CN1CC(F)F,-5.328285774095263
zinc_66054516,C[C@@H]1COC[C@@H]1CO,-4.808412406217808
zinc_689377161,C[C@@H](O)[C@H](C)N1CCC[C@H](F)C1,-5.375751939893625
zinc_83890294,C[C@@H](O)[C@@H](C)N(C)CCC(F)(F)F,-4.705176752334173
zinc_895969457,CC[C@@H](C)CN1C[C@H](COC)C1,-5.566210992748388
zinc_5768299,CCC(=O)OC[C@@H](C)O,-4.006550609325018
zinc_663340179,C[C@H](NCCOCCF)C1CC1,-5.380640532642388
zinc_233769783,CCOC[C@H](N[C@@H]1C[C@H](C)C1)C(C)C,-5.587604654922116
zinc_307369029,CC[C@@H](C)[C@H](C)N1C[C@@H](O)[C@H](C)C1,-4.76736295958407
zinc_6293198,N[C@H]1CCOC1,-5.316184592745032
zinc_663340575,FCCOCCNCC1CC1,-4.328941394819
zinc_2044155,O=C1OC[C@@H](CO)O1,-4.63686987564794
zinc_167461093,CC(C)O[C@H](CO)CCO,-5.573144397925255
zinc_71792896,CCCNCCOC(F)(F)F,-4.322551726424243
zinc_55027510,CNC[C@H](O)C1CC1,-4.301251825906349
zinc_23550028,C[C@@H]1CCC[C@@H](N2CCOCC2)C1,-5.803760679790836
zinc_5736100,C[C@H]1OCC[C@@H]1O,-5.349585378238639
zinc_651396608,CCC1(N[C@@H](C)[C@@H](C)OC)CC1,-5.409931890155269
zinc_397747423,CC[C@@](C)(CNCCC=C(C)C)OC,-4.256954076684828
zinc_306223340,CC[C@H]1CN(CC)C[C@H]1O,-4.817760820725838
zinc_13546131,CCCN1CCC(O)CC1,-4.978559369947597
zinc_1598473,CC[C@H](C)[C@H](C)O,-4.392768350259182
zinc_650187929,C[C@@H]1[C@H](O)CCN1CCC(F)(F)F,-3.812759488081525
53778572,C[C@H]1CCOC(=O)OC1,-4.461996111916734
zinc_45619109,CC(C)N(C)CCCC[C@H](C)O,-5.849959823835082
zinc_1847634,C1CCCC2(CCC1)CCOC2,-4.452590093264794
zinc_306503578,CCNC(=O)[C@H](CC)OC,-4.388605925388719
zinc_307945586,CC(C)COCCN1CCCC1,-5.574683220722047
zinc_929290107,COCC(COC)N(C)CC1CC1,-5.63034924766805
zinc_657016645,CC[C@@H](COC)N[C@@H]1C[C@H]1CC(C)C,-4.352245369947748
zinc_35116661,CCOCCNC[C@@H](C)O,-4.262165554403768
zinc_76914661,CC(C)OC(=O)OC(C)C,-4.182155956476429
zinc_644625335,CC[C@H](CC(F)(F)F)NC[C@@H](C)O,-4.89780703419441
zinc_388747430,CC[C@H](C)N[C@H](CC)C[C@H](C)CO,-4.833456387565804
zinc_86010874,COC(CN1C[C@@H](C)[C@@H](C)C1)OC,-5.353933521241667
zinc_1693374,CCNC1CCCCC1,-4.408751883936317
12918678,C1COC[C@@H]1C=O,-3.440884586527308
zinc_2039437,CCOC[C@@H](C)O,-4.80531156269398
zinc_87586247,CNC[C@H](O)C1CCC1,-4.867559280828167
zinc_38292314,CO[C@@H]1COC[C@H]1O,-4.795044688083958
zinc_307486249,C=C(C)CN1C[C@@H](O)[C@H](C)C1,-4.058640733678818
zinc_238833405,CO[C@@H]1CCC[N@@](C2CCCC2)C1,-5.312802760623625
zinc_308164927,CO[C@H](CNC(C)C)C(F)(F)F,-4.391010157510793
zinc_663461322,CC[C@H]1CC[C@H]1NCCOCCF,-5.199688292226555
zinc_1620991,C1CCCCNCCC1,-5.593544994817416
zinc_824555268,FCC(CF)NCC1CC1,-4.98717636269634
zinc_34616878,CC(C)NCC[C@H](C)O,-4.3559063046625335
zinc_37074025,COC(=O)[C@H](C)N[C@@H](C)C1CC1,-4.0216606507796255
zinc_642699439,CC[C@H](CN1[C@@H](C)CC[C@H]1CC)OC,-5.697528829014584
zinc_307702933,C[C@H](O)CN1CCCC[C@@H]1C(F)F,-5.545292712951085
zinc_379394837,CC(C)[C@@H](F)C(=O)N(C)[C@H](C)CO,-2.961969382384056
zinc_527848411,CCN[C@H](C)[C@@H]1CC21CC2,-5.279632283937837
