solvent ID,smiles,EA_0-1
zinc_642692351,CC[C@@H](CN1CCC[C@@H]1C)OC,-5.316399840416016
zinc_1262166693,C[C@@H](O)[C@H](C)N1C[C@H](C(F)(F)F)C1,-5.5880321865281
zinc_82680699,CCCNC[C@H](O)C(F)(F)F,-4.322532785492809
zinc_306477426,C[C@@H](O)CN1CC[C@H](C(F)(F)F)C1,-4.823028312949815
zinc_130216328,CC(C)COCCN[C@H]1CCC[C@@H]1C,-5.586800029015427
zinc_45069359,C1CO[C@@H](C2CC2)C1,-5.809763284974251
zinc_44657342,COCCCCNCC1CC1,-4.315381573055905
zinc_88024336,COC[C@@H](C)NCCCF,-4.362298694299604
zinc_397113056,CC[C@H](CN(C)CC#N)OC,-3.554612412435339
zinc_682435048,C=CCCN(C)C[C@@H](C)OC,-3.958014860103277
zinc_880239728,CC[C@@H](CN1CC[C@H](F)CC1)OC,-6.0041468290160624
zinc_88024659,CC[C@H](C)[C@@H](C)NCCCF,-4.235533929533762
zinc_42493887,CCN(CCOC)CC(=O)C,-3.666063985491755
zinc_638274677,CC[C@](C)(CN1CC[C@@H]1C(C)C)OC,-5.462994360624349
zinc_880239733,CCOCCN1CCC(F)CC1,-5.400793415544134
zinc_20282223,CCC(CC)NC1CC1,-5.774875245597164
zinc_231344495,CC[C@H](C)CN(CCO)CC(F)F,-4.974441508806604
zinc_147796474,COCCCCN1CCCC1,-5.390308652850508
zinc_20072703,CCCCN(C)CCNC,-4.56659052849711
zinc_135063385,C=CCCCNC(C)(C)COC,-3.9992258300525614
zinc_44129482,C[C@@H](O)CCN(C)C1CC1,-5.108514860103095
zinc_307519606,CCCCNCC(C)(F)F,-4.381650858030448
zinc_1693399,CCCCN(C#N)CCCC,-3.3683707481853915
zinc_659880265,CC(=CCCN1CC[C@@H](O)C1)C,-4.287029664250755
zinc_388423711,CCCCCCN(C)CCOC,-4.613416447666371
zinc_675639949,CCN(CC1CC1)[C@H](C)COC,-5.613615674609775
zinc_200297321,CNC[C@@H]1CCO1,-5.625047510882133
zinc_22176742,C1CCCN(C[C@@H]2CO2)CC1,-4.564261305698477
zinc_5134452,O[C@H]1CCCO1,-4.6033145989638165
zinc_880239674,CO[C@H](C)CN1CC[C@H](F)CC1,-5.2778354010342525
zinc_19091631,CCNC[C@@H]1CCN(C)C1,-4.416990111917321
zinc_378860067,C[C@@H]1CN(CCCCF)CCO1,-5.51793451606504
zinc_388496916,C=CCN(CCOC)[C@@H](C)CC,-3.973823668395636
zinc_148640302,C=CCN(CC)CCCC,-3.91723557098484
535110,C[C@H]1COCC1=C,-3.875424741969872
zinc_220339840,C[C@H](CO)N1CCC1,-4.854622300519236
zinc_19785890,C[C@H]1CCCCN1CCO,-4.814509042487323
zinc_379592255,C=CCC[C@H](NC[C@@H](C)OC)C1CC1,-3.986066084974057
zinc_200982543,COCCN1CCC(COC)CC1,-5.596017446633105
zinc_1119246075,CCC[C@H](CN(C)C[C@H](C)O)OC,-5.071495952333574
zinc_1683036,CC(C)N1[C@H](C)[C@H]1C,-5.897381749222744
zinc_605903394,C=CCCCN(C)CCOCC,-4.010971013469519
zinc_307734535,CO[C@@H](C)[C@@H](C)N[C@@H](C)C#N,-3.592389200000296
zinc_308139457,C=C[C@H](CO)NC[C@@H](C)CC(C)C,-3.719176920205771
zinc_160971942,CO[C@H](C)C(=O)N[C@@H](C)CC(C)C,-4.305451836269757
zinc_33611208,CCN(CC)C(=O)[C@H](C)OC,-4.016646234200997
zinc_38115780,CC(C)C[C@H](CO)NC(C)C,-5.442337050778255
zinc_388253033,CCC[C@@H](C)[C@@H](CC)NCCOC,-4.249815635233627
zinc_642848549,C[C@H](O)CN1CC[C@H](CF)C1,-5.791605666321945
zinc_116409466,C[C@@H]1CCN(CCC(F)(F)F)C1,-4.339888499483801
643059,C[C@H]1CCOC[C@H]1C,-4.507427056994951
zinc_86453471,CCC(CC)N(CC#N)CC(C)C,-3.6420965119166913
zinc_2516941,COCCNC(C)C,-4.404646443522602
zinc_308464210,COCCN[C@@H](C)CCC=C(C)C,-4.315912484974527
zinc_2522808,CCCN[C@H](C)CC,-4.653772812436058
zinc_2525585,C1CC1NC1CC1,-5.528232887047374
zinc_88026788,OCCN(CCCF)C1CC1,-5.732186370983279
zinc_44231746,OCCOCC1CC1,-5.910137861139296
zinc_26476037,CNCCCO,-4.32634554404124
zinc_85697346,CC(C)OC(=O)CN1C[C@H](C)[C@@H](C)C1,-4.017845521245777
642974,C1[C@@H]2[C@@H](O2)CO1,-4.339220447667223
zinc_201029718,CC[C@@H]1C[C@H](O)CN1CC,-4.58936518134764
zinc_19943523,CC(C)CN1CCOCC1,-5.602382623834797
zinc_886164345,C=CCCN(C)C[C@](C)(O)C(F)F,-4.08292575751491
zinc_644920936,CO[C@@H](CN1CC[C@@H](C)C1)C1CC1,-5.409305168911101
zinc_397108543,CC[C@H](CN(C)[C@H](C)CC#N)OC,-3.761700661139775
zinc_656768445,CC(C)CN1CC(OC(F)F)C1,-5.250624851814268
zinc_42750072,C1CC(NCC2CC2)C1,-4.627370661141886
zinc_5066125,C1CCN(C[C@@H]2CO2)CC1,-4.609097160621503
zinc_48694511,COC[C@@H](C)NCCCO,-4.377974781346072
zinc_1734094,CN1CCCCCC[C@@H]1CO,-5.528988476685553
zinc_57340898,COC(CNC1CC1)OC,-5.6876849326433465
zinc_44689667,CCOC[C@H](C)NC1CCCCC1,-5.330244476684317
zinc_306925165,C=CCN1C[C@@H](C)[C@@H](O)C1,-3.922219407252834
zinc_306251743,CO[C@@H]1CCN(CC2CCC2)C1,-6.026430122279404
13032526,C1C[C@@H]2[C@@H]1COC2,-5.735053187565605
zinc_1346179230,C=C(C)CNC[C@H](O)CCC(C)C,-3.992466638344191
zinc_308172406,C=CC[C@H](C)[C@@H](C)N[C@@H](CC)CO,-4.001340155441699
zinc_639393689,C[C@H]1C[C@H]1CN1CC(C)(C)C1,-5.586020190671727
zinc_131852363,C[C@@H](O)CN[C@H](C)C1CCC1,-4.920011626943348
zinc_5134517,C1C[C@H]2CC[C@@H](C1)O2,-5.446306348185383
zinc_5997181,COC(=O)OC1CCCCCCC1,-5.39682751295192
zinc_59132803,CCCC(=O)N[C@@H](C)COC,-4.395191523315753
zinc_306449326,C=C[C@H](CO)NCC(C)C,-3.6381176497412624
zinc_34768892,CCCC[C@@H](C)N[C@@H](CC)CO,-4.778667921245157
zinc_96528768,CO[C@H](C)CNCCC1CC1,-4.89233943626904
zinc_80479376,C=CCN(CC=C)CCCCO,-3.837272045594621
zinc_130309534,C[C@@H]1C[C@H](N[C@@H]2CCOC2)C1,-5.684024752330855
zinc_307950687,O[C@@H](CNCCF)CC(F)(F)F,-4.580839956475054
zinc_409440819,OCCN1CCC[C@@H](CF)C1,-4.242992588601331
zinc_1690615,C1CCNC1,-4.2661531191712605
zinc_87586254,CC(C)NC[C@@H](O)C1CCC1,-4.734366373057198
zinc_645150658,C=CCOCCN(C)[C@H](C)CCCC,-3.770923144040932
zinc_2545640,C=C1OC(=O)OC1(C)C,-3.61965363523357
zinc_306483896,C=CCN(CC)[C@H](C)CO,-3.655611689119092
zinc_19735451,CCOC[C@@H](C)N,-4.764755873575569
zinc_661969158,COCCN1CC[C@@H]2C[C@H]2C1,-5.797118555439422
zinc_306529224,C[C@@H]1CN(CC2CCC2)[C@@H]1C,-4.562910572019667
21600125,C[C@H]1C[C@@H](CN(C1)C)C,-4.291850198962224
22563961,CC1(CC1)[C@H]1CO1,-5.046229152333628
zinc_123446735,C[C@@H]1C[C@H](NCCOC(F)(F)F)C1,-5.341354451811399
zinc_50114104,CCCN1CCC[C@H]1CO,-4.825182513989155
zinc_307316147,C[C@@H]1C[C@H]1NC[C@@H](O)CF,-4.091003647669247
zinc_53293195,COCCNCCNC(C)C,-4.396227320206498
zinc_842156062,C#CCN(C)C[C@@H](CC)OC,-3.453016698445068
zinc_683780106,C=CCCCCCN(CC)CCOC,-4.011687589638328
zinc_227708639,COC[C@@H](CNCC1CC1)OC,-5.475037479790641
zinc_200522350,CCN1CCOC[C@H]1CC(C)C,-3.92402644766916
zinc_300369867,COC[C@H](CNCCC(C)C)OC,-4.289424035230011
zinc_19880995,CCCC(CCC)NC(C)C,-5.533157179274159
zinc_2019576,CC[C@@H](O)CN,-4.57881360000023
zinc_41049679,CC(C)[C@@H](CO)NCC1CC1,-5.279614393781682
zinc_36228318,CCOCCN[C@H](C)[C@H](C)CC,-5.67157463212429
zinc_934025258,CC(C)CN1CC[C@H]1CO,-4.391248576164704
zinc_1754575,COC1CN(C(C)(C)C)C1,-5.453829293263465
zinc_76571523,C1CC1CNC1COC1,-4.464257519171744
zinc_1716840,CCCCCNCCO,-4.2431476725378205
zinc_49800313,C=C(C)CN(CCO)CCCC,-3.748731618653748
zinc_388797728,C[C@@H]1C[C@@H]1CNCCOCC(F)F,-5.334469166842896
zinc_84177621,CCCCNCCOC(F)(F)F,-4.331577309846004
zinc_131840057,CO[C@@H](C)[C@H](C)NC[C@@H](C)O,-5.420369260104699
zinc_45619003,C[C@H](O)CCCN1CCCC1,-5.418192426942962
zinc_215633517,C[C@@H]1CCCN([C@H](C)CO)C1,-5.625459792746114
zinc_201820253,COCCN1CC[C@H](CC(C)C)C1,-5.497003438343906
zinc_33608631,CCNCC(OC)OC,-5.463344781345612
zinc_308257008,CC(C)C[C@H](CO)N(C)CC(F)F,-5.357927336789176
zinc_115027447,C[C@H](O)C1(C)COC1,-4.797882379274794
zinc_591809364,CCCN(CCOC)CC(F)(F)F,-5.562661655955557
zinc_2567875,CCN1CCC(O)CC1,-4.828987216578465
zinc_211291308,CCC[C@H](CNCC(C)C)OC,-5.095190008288962
zinc_70656295,CCCCCCN[C@H](CC)COC,-6.336050839379186
zinc_2171775,CNC[C@H](C)O,-4.743535616579541
zinc_166983815,CCOC(C)(C)CN[C@H](C)C(C)C,-5.465329861141123
zinc_388834226,CO[C@@H](C)CN[C@H]1C[C@H](C(F)F)C1,-5.427296091191968
zinc_2509901,COCC(C)(C)O,-4.857351519171235
zinc_1717258,CCC(CC)NCC(C)(C)O,-4.913196824870745
zinc_1656255,O=CNCCO,-4.276737436269898
12637,C[C@H]1CCCCN1C,-5.596219599999616
zinc_393554567,C=CCOCCN1CCCCC1,-3.763636785490344
zinc_53550272,CCC[C@H](C)NC[C@H](C)OC,-5.635571745077501
zinc_158010359,CC[C@H]1CCN(CC(=O)OC)C1,-4.525635597926094
zinc_70591588,C=CCCN[C@@H](CC)CO,-3.965312965802417
zinc_41167199,CC1CCN(CC2CC2)CC1,-4.425206731605424
zinc_225611618,CC[C@H]1CN(CC)C[C@@H](CC)O1,-5.562767299482732
zinc_308055913,CC[C@H](C[C@H](C)CO)NC(C)C,-4.780571552328979
zinc_12495988,O=C1CCOC1,-3.537402918133982
zinc_1672465,CCCCNCCC#N,-3.675415309844204
zinc_142555967,CC(C)NCCCCCCO,-4.352618449741786
zinc_70623847,CC[C@@H](COC)N[C@@H](C)C1CC1,-5.553758878757552
zinc_233525200,CCN[C@H](C)[C@@H]1CC1(C)C,-4.427015927460811
zinc_306292918,CCC[C@@H](C)N1CCO[C@@H](C)C1,-5.442531983420694
zinc_308544418,CC(C)[C@H](C)N(C)CCO[C@H](C)C#N,-3.466616746112197
zinc_880235389,CCOCCN1CCC[C@@H](CF)C1,-4.685067005180878
zinc_1712878,CNC(=O)CO,-4.186948551294477
zinc_675639395,COCCN(CC(F)F)CC1CC1,-5.491676725389833
zinc_34110562,C1C[N@@]2CC[C@H]1C2,-5.477031504664231
zinc_261508750,FC1(F)CN(C2COC2)C1,-4.346580145078815
zinc_306979057,CCNC1(C(C)C)CC1,-6.193222277719528
zinc_663460339,C[C@@H]1C[C@H](NCCOCCF)C1,-5.377082951294457
zinc_307946120,C[C@@H](O)[C@H](C)N[C@@H](C)C(F)(F)F,-4.094523643524233
zinc_144070613,CC[C@H](O)CN1CCC1,-4.890286298446957
zinc_43628581,COC(=O)[C@H](C)N(C)CC1CC1,-3.87608692020758
zinc_388581823,CC(C)[C@H](O)C(=O)N(C)CC(F)F,-3.9810029554426247
zinc_1577206,CCCCOC[C@@H](C)O,-4.814972489119217
zinc_35207651,COC(=O)CN(C)[C@@H](C)C1CC1,-3.952037042487445
zinc_378825367,CCC[C@@H](CNCCOCC)OC,-5.381723345079245
zinc_4699802,CCCNC1CCCCC1,-4.362123564766367
zinc_379253109,OCCCCN(CC(F)F)C1CC1,-5.519860267358041
zinc_1083809122,CC[C@@H](C)OC(=O)OCC(F)F,-3.921293995858568
zinc_35142196,CCOCCN[C@@H](C)C1CC1,-4.117008227979379
zinc_1620613469,OC[C@H]1CCN1CCF,-4.944836884974223
zinc_84988677,CCN1CC(CO)C1,-4.822974777202609
zinc_96528787,CO[C@@H](C)CNCC(C)(C)C,-4.306998149222419
13776990,C[C@H]1C[C@@H](O[C@@H](C1)C)C,-4.656006953367186
zinc_652019314,CCCC[C@@H](C)N[C@H](CO)CCF,-4.8947790984434665
zinc_616581417,COCCN[C@@H]1CCC[C@H]1F,-5.332738186526823
13499611,C[C@H]1CCO[C@@H](C1)C,-4.388204690156436
zinc_43522327,CC(C)CN(C1CC1)[C@H](C)C#N,-3.613150240414393
zinc_144952855,CO[C@H]1C[C@H]1CO,-4.996006070465138
zinc_649395580,C=CCCCCN(C)[C@H](C)CO,-4.019432356476989
zinc_592813990,COCCN(CC(F)F)C1CC1,-5.428254615543203
zinc_2038502,C=C[C@@H](O)CN1CC1,-3.758428810363323
zinc_32155858,C[C@H](N)C(=S)O,-3.081334385492124
zinc_1845714,CCCCN1CCCC1,-5.591141517099167
zinc_70916721,COCCN[C@H]1CCC[C@@H]1C,-5.4692714072554045
zinc_17703464,CN(CC(F)F)C(C)(C)CO,-4.705621338859732
zinc_83838584,CCOC[C@@H](C)NCC1CCC1,-5.357037086010871
zinc_23803764,OCCN(CCF)C1CC1,-5.385929067357544
117721,C[C@H]1CCCOC1,-4.580853401036422
zinc_931764315,COCC(COC)N(C)CCCF,-5.361889332641009
zinc_19477789,CC(C)OCCCC#N,-3.692295533678702
zinc_335516555,CO[C@H](C)CN1CCN(C)C[C@@H]1C,-5.6817724248721175
zinc_306299709,CCN1CCC[C@@H]1[C@@H](O)C(F)(F)F,-5.461522652849731
zinc_659833109,CC[C@@H](CC(F)F)CN(C)CCO,-4.805882026940972
zinc_592976782,C=CCN(C[C@H](C)O)C(C)C,-3.994902016580152
zinc_85632517,CCNC[C@H]1CC[C@H]1C,-4.229282640414345
zinc_70641052,CCCN[C@H]1CC[C@@H](C)C1,-5.685087438341272
zinc_104709872,CNC[C@H]1COC(=O)O1,-4.479761682900849
zinc_42458880,COCCN(C)C[C@H](C)N,-4.608418762694674
zinc_1597363,CCCCN(C=O)CCCC,-4.150201579273577
zinc_82680066,CN(C)C[C@@H](O)C(F)(F)F,-4.526449195853581
zinc_37927751,FC(F)(F)CCNCC1CC1,-4.352537863212459
zinc_307864731,CCCN(CC)CCCCF,-5.7762102445588805
zinc_12370815,OCCC1CCOCC1,-4.447145450777525
zinc_19092468,C[C@H](CCO)N1CCCC1,-5.442914897408702
zinc_33649236,CC[C@@H](O)OC,-4.6622631730564805
zinc_39087197,CCOC(=O)C1OCCCO1,-3.845468080826977
zinc_322722203,CC[C@H](N[C@H](CC)COC)C1CCC1,-5.288747372021219
zinc_929461656,C[C@@H]1C[C@H](CN2CC[C@@H](C)C2)C1,-5.397072020726463
zinc_2044535,CC[C@H](C)NCCCCCO,-4.424461757513887
zinc_168026580,C=C(C)CCNC(C)(C)COC,-4.0872001305703485
zinc_379419740,CC[C@H](NC(C)C)[C@@H](O)C(F)(F)F,-4.331166051811519
zinc_50106305,CCCN(CCO)CC(F)F,-4.797964797924413
zinc_68576981,N[C@H](CO)C(F)(F)F,-4.650790922279515
zinc_660404092,C=CCN(CCOC)CCC1CCC1,-3.9009364269424447
zinc_308218477,COC[C@@H](C)N[C@@H](C)CCC1CC1,-5.357158545077175
zinc_79927399,C[C@@H](O)[C@]1(C)CCCO1,-5.786910389638623
zinc_397060722,CC[C@H](CN(C)[C@H](CC)CO)OC,-5.446608729537164
zinc_679851450,CO[C@@H](C)CN1CCC[C@H](OC)C1,-5.601507434196389
zinc_234681716,C=CCCCCCN[C@H](C)COC,-4.014561977200088
zinc_42518058,COC[C@H](C)N(C)C[C@H](C)N,-5.638864368910273
zinc_832205352,C[C@@H](O)CN(CCF)CC(F)F,-5.333693827979424
zinc_796538992,CCOCCN1CCC(F)(F)CC1,-4.767197152331589
zinc_49633341,CCCCCCN(C)CCO,-6.298173769948113
140861,CN(C)P(=O)(C=C)N(C)C,-3.08491869429728
zinc_18855579,C1CN(CC2CC2)CCO1,-5.420543743004991
zinc_1699948,C1COCCN1,-4.41676885595846
zinc_122162154,C=CC[C@H](C)NC[C@@H](O)CC,-4.030075463213011
zinc_53584834,C=CCCOCCNCCC(C)C,-3.962248656994724
zinc_166622498,C[C@@H]1C[C@H](NC[C@@H](O)C(F)(F)F)C1,-4.389613593782407
zinc_42458704,COCCN(C)[C@@H](C)CN,-4.576258406219217
643044,C[C@@H]1CCCCO1,-4.637638694299599
zinc_162603354,CC[C@H](CO)N[C@H](C)[C@H](C)OC,-5.501313160622004
zinc_158872837,COCCCCN(C)[C@H](C)CO,-5.496293166839022
zinc_335585836,COC[C@H](C)N1CCC(F)(F)C1,-4.18357862797641
zinc_1579994,CC(=O)[C@@H]1CO1,-2.626023975130184
zinc_649730331,CC[C@H]1CN(CCOC)[C@@H](C)CO1,-5.652319274611893
zinc_388639323,C=CCCC[C@H](C)N[C@H](C)COC,-4.029694704662532
zinc_1593269,C[C@@H](CO)N1CCCCCC1,-5.652171115026489
zinc_608496982,C=C[C@@H]1CCN([C@@H](C)COC)CC1,-3.9249805264256072
zinc_78693714,COCOCCC=O,-3.473609075647706
zinc_34365143,OCCCC[C@H]1CCCO1,-5.485664016580648
zinc_388281546,C=C[C@@H](COC)N[C@@H](CC)CCC,-3.971423531603796
zinc_394406649,CC[C@H](C)CCN[C@H](C)CCO,-4.842081355437849
zinc_49754391,C=C(C)CN(CC)CCO,-4.040314047669655
zinc_2567997,COCCC(C)(OC)OC,-5.770086341971609
zinc_308388640,C/C=C\C[C@H](CO)N[C@@H](C)CCC,-4.24471044766868
zinc_307920030,CCC[C@@H](C)CN[C@@H](C)CF,-4.552580138860236
zinc_650300579,COCCN1CCCC[C@@H]1COC,-5.387631892227716
zinc_674458430,COC[C@H](C)N1C[C@@H](C)[C@H](C)C1,-5.4164393803123385
zinc_5821187,CCCCN(CO)CCCC,-5.545353873575418
zinc_659825693,CC[C@@H](CC(F)F)CN(CC)CC,-4.725687195856158
zinc_113115958,COCCN1[C@@H]2CCC[C@H]1CC2,-5.42966381554216
zinc_648765923,CC(C)[C@H]1CN(CC2CC2)[C@@H]1C(C)C,-5.599456290157045
zinc_83054021,CC[C@@H](NCC(=O)OC)C1CC1,-3.834204611399216
zinc_158859828,C=C(C)CN(C)[C@H](C)CO,-3.970790397927885
zinc_336260690,C[C@@H](O)CN1CC[C@@H](CF)CC1,-4.205409682902003
zinc_307735540,C#C[C@H](C)N(C)C[C@H](C)OC,-3.5192156352327184
zinc_61481812,C[C@@H]([C@@H](C)O)N(C)CC1CCC1,-5.474537255959662
zinc_12382263,CC(C)CN1CCC(CO)CC1,-5.433342694297009
zinc_648767716,COC[C@H](C)NC[C@@H]1C[C@H]1C(C)C,-5.276301158550442
zinc_142537792,CCCCN(CCOC)CCOC,-5.44729960207518
zinc_728287995,C=CCN(CCCCO)C(C)C,-3.917688267354959
zinc_5350716,CC(C)(O)C(C)(C)OC=O,-4.797209531606534
zinc_1845608,CC1(C)COCOC1,-5.878461670465081
zinc_71483138,CNC[C@@H]1CN(C)CCO1,-5.557350758548269
zinc_669687660,CC(C)COCCN1CCC(C)CC1,-5.465974041451796
zinc_307977434,CCCN(C)CCOCC(F)F,-4.537992737823369
zinc_49684644,CCCN[C@@H](CC)COC,-4.239301423834338
zinc_1846533,CC(C)(O)CO,-4.789465195855991
zinc_101248881,COCC(CO)COC,-4.410832988602199
zinc_379395374,COC[C@H](C)N[C@H]1C[C@H](C(F)F)C1,-5.370743908807083
zinc_224649015,OC[C@@H]1C[C@@H]1[C@@H]1CCOC1,-4.204492219688318
zinc_378805236,C=CCCCNC(C)(C)COCC,-3.991347425906332
zinc_307931774,C=C(C)CN(C)[C@H](C)COC,-4.051490572020255
14671573,C[C@H]1CCOC[C@@H]1C,-4.4374753906736375
zinc_39245010,CNCC[C@@H](C)O,-4.673984565801818
zinc_166838455,COC(=O)CN(C)CCCC(C)C,-5.852485541969243
zinc_306971119,C[C@H](F)CCN1CCOCC1,-5.6073108227989
zinc_27204239,C#CCN(C)[C@@H](C)CCC,-3.461383336787713
154718513,CC(=C)[C@@]1(CO1)C,-3.850647819689122
zinc_607740725,CCOCCN1CCC[C@@H](C)[C@H]1C,-5.450166337824751
zinc_122151873,C[C@@H](CC1CC1)N[C@H](C)CO,-4.346625544041803
zinc_652024520,CC[C@@H](N[C@@H](CO)CCF)C(C)C,-5.34767099689151
zinc_49580599,CC(C)N(C)CCCCCN,-5.788748495337612
zinc_22122935,COC(=O)[C@H](C)N1CCCC1,-3.932242259066466
zinc_5498153,CCC(CC)N[C@H](CC)CO,-4.774077183419102
zinc_96523821,CCCN(C)CC[C@@H](N)C(C)C,-4.658708097409101
zinc_2041075,COCCN,-4.604982586528372
zinc_308476576,CC[C@H](O)CN(CC(F)F)C1CC1,-5.420677326427119
zinc_227543078,CO[C@H]1C[C@H](NC[C@@H](C)OC)C1,-5.876011554404928
zinc_308223345,C=CCC[C@H](CC)N[C@H](C)COC,-4.027333985490055
zinc_608497741,COC[C@H]1CCN([C@H](C)COC)C1,-5.3946695129538
zinc_19872674,CC(C)N1CCOCC1,-4.182202136789024
zinc_222831137,CN1CCC(F)(F)[C@@H](O)C1,-4.937060540933556
zinc_388515019,C=CCC[C@@H](C)N[C@H](C=C)CO,-3.8384107108817247
zinc_35151087,CCCCC[C@@H](C)NCCOCC,-4.756679007252259
643061,C[C@@H]1CCO[C@H](C1)C,-4.662330503628075
zinc_1666447,C[C@@H]1O[C@@H]1CO,-4.729670557513345
zinc_42459134,COCCN(C)C[C@@H]1CO1,-4.045085061140587
zinc_96111543,C[C@H]1COCC[C@@H]1CCO,-4.812566155438928
zinc_2031618,CCCCOCC,-4.432878482901852
zinc_4744157,C[C@H]1CC[C@H](C)N1C[C@@H](C)O,-5.457777548185538
zinc_82164272,CO[C@@H](CN)CO,-4.73076988601231
zinc_1722213,CC(C)N1CC[C@@H]1CO,-4.715576806217861
zinc_307875793,CC(C)N[C@H](C)CCCCO,-5.606753641450829
zinc_1690437,CCCCOCCO,-4.429985100518622
zinc_729265650,CCCN(C)CC1CCN(C)CC1,-5.634804569950155
zinc_40229389,CC(C)CN(C)CCOCCO,-5.815478031089848
zinc_159135902,C=CCCN(C)[C@H](C)CO,-3.974226331607407
zinc_306288071,C[C@@H]1C[C@@H](C)N1CC(F)F,-4.2312508538862605
zinc_2035338,CCCO[C@H](C)OCC,-5.490367295336117
zinc_39111846,CCCC[C@@H](C)OC1CCCC1,-5.438681019689096
zinc_308014829,CC[C@@H](O)CN(C)C[C@H](C)OC,-5.435704275648786
zinc_313503767,C=C(CC)CN[C@@H](C)[C@H](C)OC,-4.025490113990736
zinc_221428586,C=CCN1CC[C@@H](C)[C@@H](O)C1,-3.908134574092706
zinc_391950,OC1CCOCC1,-4.794476406217216
zinc_1537963538,CC(C)N(C[C@H]1C[C@@H]1CO)C(C)C,-5.778008205178933
zinc_44128792,C[C@@H](O)CCN(C)C1CCCC1,-5.457191941968956
zinc_85351070,CC[C@H]1CCCN1CC(OC)OC,-5.460919398963007
zinc_230892363,CC(C)N[C@H](CCO)C(C)(C)C,-6.056977239376003
zinc_2146751,CCCCNCCC,-4.329817231087288
zinc_70831036,COC(=O)CN[C@H]1CCC[C@H]1C,-3.9165369388606894
zinc_220810893,COCCN1CCN(C)[C@@H](C)C1,-5.681385738858859
zinc_307678148,CCCCN1CC(C(F)F)C1,-4.73844330777271
zinc_33638574,COC(CNC1CCCCC1)OC,-5.4200794880823
zinc_388370104,FCCCN(CC1CC1)C1CCC1,-5.397452994818704
zinc_388311816,C=CCN(CCOC)[C@@H](C)CCC,-3.9056889575112494
zinc_95708175,C#C[C@H]1CCOC1,-3.6560129243513737
zinc_880300211,CC[C@H](CN1CC[C@H](CF)C1)OC,-5.372582607255106
zinc_394010,C[C@@H](O)CN1CCCC1,-5.399238884974499
zinc_322302674,CC[C@H](NCCOC)C1CCC1,-4.381244503623121
zinc_87774758,C[C@H](NCCF)C1CC1,-4.285522095335667
zinc_20054134,COCCNCCCN(C)C,-4.329848565801748
zinc_676910858,C=CCN(CCOC)CC1CC1,-3.905956797926573
zinc_83890315,C[C@H](O)CCN(C)CCC(F)(F)F,-5.761723152332381
zinc_688715626,CCC[C@@H](C)NCCCC(F)F,-4.3479074652840906
zinc_679853014,COC[C@H]1CCCN1C[C@H](C)OC,-5.324538271499868
zinc_661240020,C=CCN(CCC1CC1)[C@H](C)COC,-4.031651467354288
zinc_307482821,C=CCN1C[C@@H](O)C[C@@H](C)C1,-3.720348213471691
zinc_378804313,C=CCOCCN(C)C1CCCC1,-3.798338998960921
zinc_2250342,CCCCO[C@@H](C)CC(C)(C)O,-5.564722607252278
zinc_73632187,C1CC2(C1)COC2,-5.862854234195751
zinc_1296208,CCN1C[C@@H](C)C[C@H](O)C1,-5.6697257761665885
zinc_138626956,CO[C@H](C)[C@@H]1CO1,-5.627629081866541
zinc_929366401,CCCN(CC)CCOC1CC1,-5.42805486010483
zinc_1692453,CCCCOCCC#N,-3.632260429015497
zinc_35649845,CN(CCO)C1CCCC1,-5.363851510880796
zinc_5134267,OCC1OCCCO1,-4.354200785491239
zinc_167136320,CO[C@@H](C)CN[C@H](C)CCO,-4.897620777205909
zinc_83056803,CC[C@@H](COC)N[C@@H](CC)C1CC1,-5.6801835150269415
zinc_379350387,COC[C@H](NCCCCF)C(C)C,-5.682203890155077
zinc_934376797,CO[C@H](C)CN1C[C@H]2CCC[C@H]1C2,-5.448366652849161
zinc_62498374,COCC1(C#N)CC1,-3.570541332642674
zinc_84177611,CCC[C@H](C)NCCOC(F)(F)F,-4.442038080827734
zinc_132329923,CO[C@@H](C)[C@H](C)NCC1CC1,-5.552692905700039
zinc_202412173,COCCN1CCCC(F)(F)C1,-5.53449169326538
zinc_335492058,COC[C@@H](C)N1CCC(C)(C)C1,-5.598445173058408
zinc_1652932628,CCN1CC[C@@H](C2CC2)C1,-5.368033684976552
zinc_34060426,CCNCC(=O)C(C)(C)C,-3.5612445948188363
zinc_679852900,CO[C@@H](C)CN1C[C@@H](C)[C@@H](C)C1,-5.361369763731665
zinc_83434172,C[C@@H]1OC[C@@H]1N,-5.681127544041529
zinc_2516942,CCCNCCOC,-4.326766178238858
zinc_96528403,C(CNCC1CC1)CC1CC1,-4.311123662175602
zinc_4996415,COCCN[C@H]1[C@H](C)CCC[C@@H]1C,-5.476645977201727
zinc_723093412,CC[C@@H]1C[C@H]1CN(C)CC(=O)OC,-3.984471651813032
zinc_336554827,CO[C@H]1CCN(CC2CC2)C1,-4.569863403107652
zinc_887142519,CO[C@@H](CN(C)CCCF)C1CC1,-5.419078124349474
zinc_308006339,COC[C@H](NCCCF)C1CC1,-5.392931635230893
zinc_77260160,CNC(=O)[C@H](O)C(C)C,-4.228814802073105
zinc_96378960,CC[C@H](CO)N1CCCCCC1,-5.677027653883321
zinc_70656760,CCCC[C@@H](C)N[C@H](CC)COC,-5.498973510883428
zinc_34064912,C[C@@H](O)COC=O,-3.4209924580319457
