r ($\AA$),C_CO_ - Solvent,O_CO_ - Solvent
0.25,0,0
0.75,0,0
1.25,0,0
1.75,0,0
2.25,0,0
2.75,0.006098766,0
3.25,0.2693001585102721,0.022942407
3.75,0.8612161987881002,0.5746914577232312
4.25,1.4795410770638138,1.4641957936370495
4.75,1.5305681553713673,1.6967060936279348
5.25,1.3338149716112615,1.6360401741667985
5.75,1.1014130327581686,1.2333449445037523
6.25,0.8981571486276769,0.8809986787263581
6.75,0.8208136933024595,0.6901835783300345
7.25,0.8361097153967553,0.7166026462795605
7.75,0.9194630625426392,0.8488387544737507
8.25,1.007571090672419,1.0124960125718794
8.75,1.0604553754688448,1.1095225732233116
9.25,1.0618126158351642,1.1102456997179693
9.75,1.0530053519570306,1.086020070249811
10.25,1.011554299197656,1.039996871269511
10.75,1.000288394401157,0.9805317107775524
11.25,0.9785358413745296,0.9516815953776924
11.75,0.955905275,0.9476993604866356
12.25,0.9696877868987336,0.9531244378732918
12.75,0.996865812,0.9887230518464584
13.25,1.0124509569880005,1.0090925830818929
13.75,1.006572649035684,1.0214929896203817
14.25,1.0127330844989515,1.0326598092333026
14.75,1.014590302779631,1.019160290002124
15.25,0.9994899874340982,0.9917100176231792
15.75,0.9854201801174344,0.990616782
16.25,0.9872091985293412,0.9862897647361392
16.75,0.9968392620226134,0.9821074443184286
17.25,0.9978628468788632,0.9938803318664976
17.75,0.9937781518056656,0.9926222331238398
18.25,1.0042924760145906,1.0057330559276472
18.75,1.005890633304202,1.0086201890816318
19.25,1.0029278863884934,1.0119447213291148
19.75,1.0013136183941918,1.0057596856122106
