r ($\AA$),C_CO_ - Solvent,O_CO_ - Solvent
0.25,0,0
0.75,0,0
1.25,0,0
1.75,0,0
2.25,0,0
2.75,0.003139229,0
3.25,0.1248399553519066,0.052860161
3.75,0.6207824668243966,0.4420275427490262
4.25,1.4931842370119384,1.1841474288668628
4.75,1.9398666557106412,1.8573808163902457
5.25,1.4538090366819831,1.9220140841144413
5.75,1.041579462737619,1.356751693949418
6.25,0.8806122058492243,0.8783280655954225
6.75,0.8072652748034852,0.6452377467376387
7.25,0.7704256661256565,0.6245348649451116
7.75,0.8303640770814372,0.7714273449016144
8.25,0.9730081487082106,0.9557875391227724
8.75,1.0910006612874732,1.106465376124442
9.25,1.128006317279998,1.1723032178476185
9.75,1.114888390776528,1.1614568256933115
10.25,1.078624402944132,1.0787943096497683
10.75,1.0122535599141884,1.0382563091769517
11.25,0.9458698472938752,0.9611970950430456
11.75,0.927995871,0.9010580870033856
12.25,0.9368732478785714,0.9259286522460268
12.75,0.983371824,0.9396647827706666
13.25,1.0099790295792992,0.9963870038431076
13.75,1.033932075200919,1.0542336426308132
14.25,1.0404617207713462,1.0600377806371435
14.75,1.042568976627893,1.048695943013784
15.25,1.008058229667143,1.0195986348348007
15.75,0.992767354,0.9885211704589444
16.25,0.9668962946806056,0.9747839905396912
16.75,0.9712943151270308,0.9651007018317586
17.25,0.9802450263704994,0.9664855172885456
17.75,0.9982010268283564,0.9882090056503856
18.25,1.013995596032641,1.0104577787989066
18.75,1.0148760164361157,1.021714758
19.25,1.013157812066123,1.0180881376213762
19.75,1.0049706385376385,1.007076087879041
