r ($\AA$),C_CO_ - Solvent,O_CO_ - Solvent
0.25,0,0
0.75,0,0
1.25,0,0
1.75,0,0
2.25,0.007570794,0
2.75,0.1344855882295652,0.060899134
3.25,0.4245456873415412,0.3472729176969351
3.75,0.707074083,0.7637766425867751
4.25,0.9874827367020528,0.8863934479232863
4.75,1.2337879962287353,1.1068305297659728
5.25,1.3449938712706335,1.3108109357456017
5.75,1.2542965430612685,1.4220983296011138
6.25,1.1274671815246842,1.2840324931949232
6.75,1.0359254475491395,1.0756063734128798
7.25,0.9424828680488382,0.906071668
7.75,0.8813622283386918,0.8179502656893239
8.25,0.9069616634537156,0.8640018090302304
8.75,0.95981851,0.927405791
9.25,1.0055905310477928,0.9964845687208088
9.75,1.026949013441609,1.0636799713566063
10.25,1.0392745948216835,1.0607907193730974
10.75,1.0162835749018737,1.0135366375628816
11.25,0.9989597912927248,1.0130210833408992
11.75,0.995473745,0.9806325671286122
12.25,0.9960123577748756,0.9842809899771804
12.75,0.9901519804328428,0.9941760262533924
13.25,1.000350895861161,1.0051729203372677
13.75,1.0091211110577962,1.002811559939847
14.25,0.997116599,1.020757078543342
14.75,1.0118970765741762,0.9950940312543816
15.25,0.9977247254595568,0.9945394854471028
15.75,0.9909239867337613,0.9990294664890484
16.25,0.998979291,0.9916927896914006
16.75,0.9980462853160936,1.0039441744480375
17.25,1.0013933344217385,0.9950240938935015
17.75,1.0049222889167382,0.9893491996627866
18.25,0.9978432473659952,1.0169364413595956
18.75,0.995854152,0.9998768653678062
19.25,1.0009527740618889,1.002770139164974
19.75,1.0011821147003743,0.992105572
