r ($\AA$),C_CO_ - Solvent,O_CO_ - Solvent
0.25,0,0
0.75,0,0
1.25,0,0
1.75,0,0
2.25,0,0
2.75,0.001914478,0
3.25,0.1979952454516299,0.032922997
3.75,1.1061266556270029,0.7277962897228931
4.25,1.558055964873325,1.679018056271941
4.75,1.601815501464669,1.6401733576201434
5.25,1.2288212972878636,1.5218155243682083
5.75,0.9774319941343534,1.1740301084888245
6.25,0.8221779452348151,0.7555617201540423
6.75,0.8173679027362208,0.6469723339751301
7.25,0.8517608018913644,0.7298177373310122
7.75,0.946879903,0.9478464352381294
8.25,1.0224884143231057,1.0562515006493811
8.75,1.1034408521203585,1.1340252853139363
9.25,1.0963659853377508,1.1291059876849867
9.75,1.050751040836328,1.0737052050125055
10.25,1.0067590070637442,1.0098445408212708
10.75,0.956165736,0.9490898502175232
11.25,0.9516780471509956,0.9259487527416188
11.75,0.9509942773911884,0.936519959
12.25,0.996357863,0.9924885125214612
12.75,1.0209867316316945,1.017325573998077
13.25,1.0305045180841783,1.0417772546616857
13.75,1.0242925790770676,1.0426945771369958
14.25,1.016018688597731,1.0200458752753352
14.75,0.9978863138710264,1.0046922072433913
15.25,0.993641219,0.97260528
15.75,0.9831166551680268,0.9750797477127856
16.25,0.98633471,0.993921336
16.75,0.9949423000434092,0.9844557882653968
17.25,1.0043080107177538,1.0179845662015632
17.75,1.0088581643975745,1.009027113774272
18.25,1.015273660284553,1.009215057323167
18.75,1.0049338164739263,1.0139771058960982
19.25,0.9982020408801412,0.9992336865221502
19.75,0.9962642156766256,0.9913390317699744
