r ($\AA$),C_CO_ - Solvent,O_CO_ - Solvent
0.25,0,0
0.75,0,0
1.25,0,0
1.75,0,0
2.25,0,0
2.75,0.067195554,0.003632192
3.25,0.4502488204554665,0.1730725234698757
3.75,0.8610390767555127,0.7969867661053296
4.25,1.1496180908692608,1.148475707870716
4.75,1.3218130071542709,1.3422424123398151
5.25,1.3390937580166795,1.439950185727107
5.75,1.2788243896257878,1.4461705499869746
6.25,1.0127310534565257,1.1297201661035563
6.75,0.8787431400673665,0.837804617
7.25,0.8374548456556111,0.7055835353232883
7.75,0.8709062154831082,0.796296405
8.25,0.9501205458050894,0.9147211215947658
8.75,1.0339386564231836,1.0376251930710094
9.25,1.0843587668588943,1.1307841588955188
9.75,1.070454921,1.1235395194730244
10.25,1.0486644098019522,1.0589525003061642
10.75,1.005886762026832,0.9996908236679846
11.25,0.9853325358403876,0.9795118224668488
11.75,0.9610688225925862,0.9429166302190032
12.25,0.9769981630411608,0.9697489045758412
12.75,0.9934520123374068,0.984896534
13.25,1.0001771893342184,1.0011576398589936
13.75,1.0108171300357445,1.0170810205951244
14.25,1.0164086704790658,1.0300394512881323
14.75,1.011748082658783,1.0057033554609411
15.25,0.9885685567596602,1.0002336065159738
15.75,0.9929207752097894,0.9925321782386124
16.25,1.0058255125208817,0.9935180089716033
16.75,0.9962513920521036,0.9895760119802168
17.25,0.9965172287519086,0.999317149
17.75,1.0064058844231527,1.0075860346459296
18.25,1.0108562358451607,1.0071349882491996
18.75,0.9937428776092122,1.0092548086878217
19.25,1.0047070515478498,1.002551586077542
19.75,1.007422930260064,0.9997439981837506
