r ($\AA$),C_CO_ - Solvent,O_CO_ - Solvent
0.25,0,0
0.75,0,0
1.25,0,0
1.75,0,0
2.25,0,0
2.75,0.026268876,0
3.25,0.4458598810672229,0.044703629
3.75,0.892889212,0.6842537132776361
4.25,1.0726810941629934,1.377686052259404
4.75,1.2456784796022409,1.4565534601058283
5.25,1.3439610525110788,1.3071742092601462
5.75,1.2580815015371314,1.1944812102539195
6.25,0.9706496858903872,1.096480544415724
6.75,0.8773060354365906,0.8762134999005545
7.25,0.9193924608063228,0.8147384644951212
7.75,0.970920307,0.9038852581409342
8.25,1.0182163745292212,1.014010380166044
8.75,1.016973002443386,1.077206156852349
9.25,1.013097458058596,1.0574677516697193
9.75,0.9880844469201996,0.9975122338507932
10.25,0.9642556406887578,0.949030863
10.75,0.955670057,0.9279866479257134
11.25,0.976733872,0.964586786
11.75,1.0027756153166747,0.989205707
12.25,1.0205279808269805,1.0199472869669752
12.75,1.017074496,1.0413881013246866
13.25,1.0078581337528234,1.0279606968737247
13.75,0.998321861,1.0048076770721812
14.25,0.993197908,0.9878948853446564
14.75,0.9886657849883064,0.9612568886455928
15.25,0.9900773988436352,0.9869993825459672
15.75,0.9894454774360388,0.9905746663098846
16.25,1.0023614486678902,1.016505112399623
16.75,1.0031205311611011,1.0098430561194505
17.25,1.0078614696895365,0.9940339425207532
17.75,0.9974441657500116,1.0046555576584744
18.25,0.9934428430895348,0.9967882719092702
18.75,1.001705992604172,1.002166351705662
19.25,1.0040522266088965,0.9968121518290124
19.75,1.005422514986097,1.0021350473170203
